关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,掉落装备,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错,掉落神魂(3:level 4:exp)
1135,1014,高老庄2-5,"[2]=113509,[3]=113509,[4]=113509,[5]=113509,[6]=113509,[8]=113509,[9]=113509,[10]=113510,[11]=113509,[12]=113509",0,60,2012000,60,3,,,,120,,0,,,,,0,
1136,1014,高老庄2-6,"[2]=113609,[3]=113609,[4]=113609,[5]=113609,[6]=113609,[8]=113609,[9]=113609,[10]=113610,[11]=113609,[12]=113609",0,60,2012000,60,3,,,,120,,0,,,,,0,
1137,1014,高老庄2-7,"[2]=113709,[3]=113709,[4]=113709,[5]=113709,[6]=113709,[8]=113709,[9]=113709,[10]=113710,[11]=113709,[12]=113709",0,60,2012000,60,3,,,,120,,0,,,,,0,
1138,1014,高老庄2-8,"[2]=113809,[3]=113809,[4]=113809,[5]=113809,[6]=113809,[8]=113809,[9]=113809,[10]=113810,[11]=113809,[12]=113809",0,60,2012000,60,3,,,,120,,0,,,,,0,
1139,1014,高老庄2-9,"[2]=113909,[3]=113909,[4]=113909,[5]=113909,[6]=113909,[8]=113909,[9]=113909,[10]=113910,[11]=113909,[12]=113909",0,60,2012000,60,3,,,,120,,0,,,,,0,
1140,1014,高老庄2-10,"[2]=114009,[3]=114009,[4]=114009,[5]=114009,[6]=114009,[8]=114009,[9]=114009,[10]=114010,[11]=114009,[12]=114009",0,60,2012000,60,3,,,,120,,0,,,"{""item"",50003,5}",,0,
1141,1015,高老庄3-1,"[2]=114109,[3]=114109,[4]=114109,[5]=114109,[6]=114109,[8]=114109,[9]=114109,[10]=114110,[11]=114109,[12]=114109",0,60,2012000,60,3,,,,120,,0,,,,,0,
1142,1015,高老庄3-2,"[2]=114209,[3]=114209,[4]=114209,[5]=114209,[6]=114209,[8]=114209,[9]=114209,[10]=114210,[11]=114209,[12]=114209",0,60,2012000,60,3,,,,120,,0,,,,,0,
1143,1015,高老庄3-3,"[2]=114309,[3]=114309,[4]=114309,[5]=114309,[6]=114309,[8]=114309,[9]=114309,[10]=114310,[11]=114309,[12]=114309",0,60,2012000,60,3,,,,120,,0,,,,,0,
1144,1015,高老庄3-4,"[2]=114409,[3]=114409,[4]=114409,[5]=114409,[6]=114409,[8]=114409,[9]=114409,[10]=114410,[11]=114409,[12]=114409",0,60,2012000,60,3,,,,120,,0,,,,,0,
1145,1015,高老庄3-5,"[2]=114509,[3]=114509,[4]=114509,[5]=114509,[6]=114509,[8]=114509,[9]=114509,[10]=114510,[11]=114509,[12]=114509",0,60,2012000,60,3,,,,120,,0,,,,,0,
1146,1015,高老庄3-6,"[2]=114609,[3]=114609,[4]=114609,[5]=114609,[6]=114609,[8]=114609,[9]=114609,[10]=114610,[11]=114609,[12]=114609",0,60,2012000,60,3,,,,120,,0,,,,,0,
1147,1015,高老庄3-7,"[2]=114709,[3]=114709,[4]=114709,[5]=114709,[6]=114709,[8]=114709,[9]=114709,[10]=114710,[11]=114709,[12]=114709",0,60,2012000,60,3,,,,120,,0,,,,,0,
1148,1015,高老庄3-8,"[2]=114809,[3]=114809,[4]=114809,[5]=114809,[6]=114809,[8]=114809,[9]=114809,[10]=114810,[11]=114809,[12]=114809",0,60,2012000,60,3,,,,120,,0,,,,,0,
1149,1015,高老庄3-9,"[2]=114909,[3]=114909,[4]=114909,[5]=114909,[6]=114909,[8]=114909,[9]=114909,[10]=114910,[11]=114909,[12]=114909",0,60,2012000,60,3,,,,120,,0,,,,,0,
1150,1015,高老庄3-10,"[2]=115009,[3]=115009,[4]=115009,[5]=115009,[6]=115009,[8]=115009,[9]=115009,[10]=115010,[11]=115009,[12]=115009",0,60,2012000,60,3,,,,120,,0,,,"{""item"",50003,5}",,0,"{""shenhun"",72006,1,0,0,1}"
1151,1016,高老庄4-1,"[2]=115109,[3]=115109,[4]=115109,[5]=115109,[6]=115109,[8]=115109,[9]=115109,[10]=115110,[11]=115109,[12]=115109",0,60,2012000,60,3,,,,120,,0,,,,,0,
1152,1016,高老庄4-2,"[2]=115209,[3]=115209,[4]=115209,[5]=115209,[6]=115209,[8]=115209,[9]=115209,[10]=115210,[11]=115209,[12]=115209",0,60,2012000,60,3,,,,120,,0,,,,,0,
1153,1016,高老庄4-3,"[2]=115309,[3]=115309,[4]=115309,[5]=115309,[6]=115309,[8]=115309,[9]=115309,[10]=115310,[11]=115309,[12]=115309",0,60,2012000,60,3,,,,120,,0,,,,,0,
1154,1016,高老庄4-4,"[2]=115409,[3]=115409,[4]=115409,[5]=115409,[6]=115409,[8]=115409,[9]=115409,[10]=115410,[11]=115409,[12]=115409",0,60,2012000,60,3,,,,120,,0,,,,,0,
1155,1016,高老庄4-5,"[2]=115509,[3]=115509,[4]=115509,[5]=115509,[6]=115509,[8]=115509,[9]=115509,[10]=115510,[11]=115509,[12]=115509",0,60,2012000,60,3,,,,120,,0,,,,,0,
1156,1016,高老庄4-6,"[2]=115609,[3]=115609,[4]=115609,[5]=115609,[6]=115609,[8]=115609,[9]=115609,[10]=115610,[11]=115609,[12]=115609",0,60,2012000,60,3,,,,120,,0,,,,,0,
1157,1016,高老庄4-7,"[2]=115709,[3]=115709,[4]=115709,[5]=115709,[6]=115709,[8]=115709,[9]=115709,[10]=115710,[11]=115709,[12]=115709",0,60,2012000,60,3,,,,120,,0,,,,,0,
1158,1016,高老庄4-8,"[2]=115809,[3]=115809,[4]=115809,[5]=115809,[6]=115809,[8]=115809,[9]=115809,[10]=115810,[11]=115809,[12]=115809",0,60,2012000,60,3,,,,120,,0,,,,,0,
1159,1016,高老庄4-9,"[2]=115909,[3]=115909,[4]=115909,[5]=115909,[6]=115909,[8]=115909,[9]=115909,[10]=115910,[11]=115909,[12]=115909",0,60,2012000,60,3,,,,120,,0,,,,,0,
1160,1016,高老庄4-10,"[2]=116009,[3]=116009,[4]=116009,[5]=116009,[6]=116009,[8]=116009,[9]=116009,[10]=116010,[11]=116009,[12]=116009",0,60,2012000,60,3,,,,120,,0,,,"{""item"",50003,5}",,0,
1161,1017,高老庄5-1,"[2]=116109,[3]=116109,[4]=116109,[5]=116109,[6]=116109,[8]=116109,[9]=116109,[10]=116110,[11]=116109,[12]=116109",0,60,2012000,60,3,,,,120,,0,,,,,0,
1162,1017,高老庄5-2,"[2]=116209,[3]=116209,[4]=116209,[5]=116209,[6]=116209,[8]=116209,[9]=116209,[10]=116210,[11]=116209,[12]=116209",0,60,2012000,60,3,,,,120,,0,,,,,0,
1163,1017,高老庄5-3,"[2]=116309,[3]=116309,[4]=116309,[5]=116309,[6]=116309,[8]=116309,[9]=116309,[10]=116310,[11]=116309,[12]=116309",0,60,2012000,60,3,,,,120,,0,,,,,0,
1164,1017,高老庄5-4,"[2]=116409,[3]=116409,[4]=116409,[5]=116409,[6]=116409,[8]=116409,[9]=116409,[10]=116410,[11]=116409,[12]=116409",0,60,2012000,60,3,,,,120,,0,,,,,0,
1165,1017,高老庄5-5,"[2]=116509,[3]=116509,[4]=116509,[5]=116509,[6]=116509,[8]=116509,[9]=116509,[10]=116510,[11]=116509,[12]=116509",0,60,2012000,60,3,,,,120,,0,,,,,0,
1166,1017,高老庄5-6,"[2]=116609,[3]=116609,[4]=116609,[5]=116609,[6]=116609,[8]=116609,[9]=116609,[10]=116610,[11]=116609,[12]=116609",0,60,2012000,60,3,,,,120,,0,,,,,0,
1167,1017,高老庄5-7,"[2]=116709,[3]=116709,[4]=116709,[5]=116709,[6]=116709,[8]=116709,[9]=116709,[10]=116710,[11]=116709,[12]=116709",0,60,2012000,60,3,,,,120,,0,,,,,0,
1168,1017,高老庄5-8,"[2]=116809,[3]=116809,[4]=116809,[5]=116809,[6]=116809,[8]=116809,[9]=116809,[10]=116810,[11]=116809,[12]=116809",0,60,2012000,60,3,,,,120,,0,,,,,0,
1169,1017,高老庄5-9,"[2]=116909,[3]=116909,[4]=116909,[5]=116909,[6]=116909,[8]=116909,[9]=116909,[10]=116910,[11]=116909,[12]=116909",0,60,2012000,60,3,,,,120,,0,,,,,0,
1170,1017,高老庄5-10,"[2]=117009,[3]=117009,[4]=117009,[5]=117009,[6]=117009,[8]=117009,[9]=117009,[10]=117010,[11]=117009,[12]=117009",0,60,2012000,60,3,,,,120,,0,,,"{""item"",50003,5}",,0,"{""shenhun"",73002,1,0,0,1}"
1171,1018,黄风岭1-1,"[2]=117109,[3]=117109,[4]=117109,[5]=117109,[6]=117109,[8]=117109,[9]=117109,[10]=117110,[11]=117109,[12]=117109",0,70,3319000,70,3,,,,120,,0,,,,,0,
1172,1018,黄风岭1-2,"[2]=117209,[3]=117209,[4]=117209,[5]=117209,[6]=117209,[8]=117209,[9]=117209,[10]=117210,[11]=117209,[12]=117209",0,70,3319000,70,3,,,,120,,0,,,,,0,
1173,1018,黄风岭1-3,"[2]=117309,[3]=117309,[4]=117309,[5]=117309,[6]=117309,[8]=117309,[9]=117309,[10]=117310,[11]=117309,[12]=117309",0,70,3319000,70,3,,,,120,,0,,,,,0,
1174,1018,黄风岭1-4,"[2]=117409,[3]=117409,[4]=117409,[5]=117409,[6]=117409,[8]=117409,[9]=117409,[10]=117410,[11]=117409,[12]=117409",0,70,3319000,70,3,,,,120,,0,,,,,0,
1175,1018,黄风岭1-5,"[2]=117509,[3]=117509,[4]=117509,[5]=117509,[6]=117509,[8]=117509,[9]=117509,[10]=117510,[11]=117509,[12]=117509",0,70,3319000,70,3,,,,120,,0,,,,,0,
1176,1018,黄风岭1-6,"[2]=117609,[3]=117609,[4]=117609,[5]=117609,[6]=117609,[8]=117609,[9]=117609,[10]=117610,[11]=117609,[12]=117609",0,70,3319000,70,3,,,,120,,0,,,,,0,
1177,1018,黄风岭1-7,"[2]=117709,[3]=117709,[4]=117709,[5]=117709,[6]=117709,[8]=117709,[9]=117709,[10]=117710,[11]=117709,[12]=117709",0,70,3319000,70,3,,,,120,,0,,,,,0,
1178,1018,黄风岭1-8,"[2]=117809,[3]=117809,[4]=117809,[5]=117809,[6]=117809,[8]=117809,[9]=117809,[10]=117810,[11]=117809,[12]=117809",0,70,3319000,70,3,,,,120,,0,,,,,0,
1179,1018,黄风岭1-9,"[2]=117909,[3]=117909,[4]=117909,[5]=117909,[6]=117909,[8]=117909,[9]=117909,[10]=117910,[11]=117909,[12]=117909",0,70,3319000,70,3,,,,120,,0,,,,,0,
1180,1018,黄风岭1-10,"[2]=118009,[3]=118009,[4]=118009,[5]=118009,[6]=118009,[8]=118009,[9]=118009,[10]=118010,[11]=118009,[12]=118009",0,70,3319000,70,3,,,,120,,0,,,"{""item"",50003,5}",,0,
1181,1019,黄风岭2-1,"[2]=118109,[3]=118109,[4]=118109,[5]=118109,[6]=118109,[8]=118109,[9]=118109,[10]=118110,[11]=118109,[12]=118109",0,70,3319000,70,3,,,,120,,0,,,,,0,
1182,1019,黄风岭2-2,"[2]=118209,[3]=118209,[4]=118209,[5]=118209,[6]=118209,[8]=118209,[9]=118209,[10]=118210,[11]=118209,[12]=118209",0,70,3319000,70,3,,,,120,,0,,,,,0,
1183,1019,黄风岭2-3,"[2]=118309,[3]=118309,[4]=118309,[5]=118309,[6]=118309,[8]=118309,[9]=118309,[10]=118310,[11]=118309,[12]=118309",0,70,3319000,70,3,,,,120,,0,,,,,0,
1184,1019,黄风岭2-4,"[2]=118409,[3]=118409,[4]=118409,[5]=118409,[6]=118409,[8]=118409,[9]=118409,[10]=118410,[11]=118409,[12]=118409",0,70,3319000,70,3,,,,120,,0,,,,,0,
1185,1019,黄风岭2-5,"[2]=118509,[3]=118509,[4]=118509,[5]=118509,[6]=118509,[8]=118509,[9]=118509,[10]=118510,[11]=118509,[12]=118509",0,70,3319000,70,3,,,,120,,0,,,,,0,
1186,1019,黄风岭2-6,"[2]=118609,[3]=118609,[4]=118609,[5]=118609,[6]=118609,[8]=118609,[9]=118609,[10]=118610,[11]=118609,[12]=118609",0,70,3319000,70,3,,,,120,,0,,,,,0,
1187,1019,黄风岭2-7,"[2]=118709,[3]=118709,[4]=118709,[5]=118709,[6]=118709,[8]=118709,[9]=118709,[10]=118710,[11]=118709,[12]=118709",0,70,3319000,70,3,,,,120,,0,,,,,0,
1188,1019,黄风岭2-8,"[2]=118809,[3]=118809,[4]=118809,[5]=118809,[6]=118809,[8]=118809,[9]=118809,[10]=118810,[11]=118809,[12]=118809",0,70,3319000,70,3,,,,120,,0,,,,,0,
1189,1019,黄风岭2-9,"[2]=118909,[3]=118909,[4]=118909,[5]=118909,[6]=118909,[8]=118909,[9]=118909,[10]=118910,[11]=118909,[12]=118909",0,70,3319000,70,3,,,,120,,0,,,,,0,
1190,1019,黄风岭2-10,"[2]=119009,[3]=119009,[4]=119009,[5]=119009,[6]=119009,[8]=119009,[9]=119009,[10]=119010,[11]=119009,[12]=119009",0,70,3319000,70,3,,,,120,,0,,,"{""item"",50003,5}",,0,
1191,1020,黄风岭3-1,"[2]=119109,[3]=119109,[4]=119109,[5]=119109,[6]=119109,[8]=119109,[9]=119109,[10]=119110,[11]=119109,[12]=119109",0,70,3319000,70,3,,,,120,,0,,,,,0,
1192,1020,黄风岭3-2,"[2]=119209,[3]=119209,[4]=119209,[5]=119209,[6]=119209,[8]=119209,[9]=119209,[10]=119210,[11]=119209,[12]=119209",0,70,3319000,70,3,,,,120,,0,,,,,0,
1193,1020,黄风岭3-3,"[2]=119309,[3]=119309,[4]=119309,[5]=119309,[6]=119309,[8]=119309,[9]=119309,[10]=119310,[11]=119309,[12]=119309",0,70,3319000,70,3,,,,120,,0,,,,,0,
1194,1020,黄风岭3-4,"[2]=119409,[3]=119409,[4]=119409,[5]=119409,[6]=119409,[8]=119409,[9]=119409,[10]=119410,[11]=119409,[12]=119409",0,70,3319000,70,3,,,,120,,0,,,,,0,
1195,1020,黄风岭3-5,"[2]=119509,[3]=119509,[4]=119509,[5]=119509,[6]=119509,[8]=119509,[9]=119509,[10]=119510,[11]=119509,[12]=119509",0,70,3319000,70,3,,,,120,,0,,,,,0,
1196,1020,黄风岭3-6,"[2]=119609,[3]=119609,[4]=119609,[5]=119609,[6]=119609,[8]=119609,[9]=119609,[10]=119610,[11]=119609,[12]=119609",0,70,3319000,70,3,,,,120,,0,,,,,0,
1197,1020,黄风岭3-7,"[2]=119709,[3]=119709,[4]=119709,[5]=119709,[6]=119709,[8]=119709,[9]=119709,[10]=119710,[11]=119709,[12]=119709",0,70,3319000,70,3,,,,120,,0,,,,,0,
1198,1020,黄风岭3-8,"[2]=119809,[3]=119809,[4]=119809,[5]=119809,[6]=119809,[8]=119809,[9]=119809,[10]=119810,[11]=119809,[12]=119809",0,70,3319000,70,3,,,,120,,0,,,,,0,
1199,1020,黄风岭3-9,"[2]=119909,[3]=119909,[4]=119909,[5]=119909,[6]=119909,[8]=119909,[9]=119909,[10]=119910,[11]=119909,[12]=119909",0,70,3319000,70,3,,,,120,,0,,,,,0,
1200,1020,黄风岭3-10,"[2]=120009,[3]=120009,[4]=120009,[5]=120009,[6]=120009,[8]=120009,[9]=120009,[10]=120010,[11]=120009,[12]=120009",0,70,3319000,70,3,,,,120,,0,,,"{""item"",50003,5}",,0,"{""shenhun"",70006,1,0,0,2}"
1201,1021,黄风岭4-1,"[2]=120109,[3]=120109,[4]=120109,[5]=120109,[6]=120109,[8]=120109,[9]=120109,[10]=120110,[11]=120109,[12]=120109",0,70,3319000,70,3,,,,120,,0,,,,,0,
1202,1021,黄风岭4-2,"[2]=120209,[3]=120209,[4]=120209,[5]=120209,[6]=120209,[8]=120209,[9]=120209,[10]=120210,[11]=120209,[12]=120209",0,70,3319000,70,3,,,,120,,0,,,,,0,
1203,1021,黄风岭4-3,"[2]=120309,[3]=120309,[4]=120309,[5]=120309,[6]=120309,[8]=120309,[9]=120309,[10]=120310,[11]=120309,[12]=120309",0,70,3319000,70,3,,,,120,,0,,,,,0,
1204,1021,黄风岭4-4,"[2]=120409,[3]=120409,[4]=120409,[5]=120409,[6]=120409,[8]=120409,[9]=120409,[10]=120410,[11]=120409,[12]=120409",0,70,3319000,70,3,,,,120,,0,,,,,0,
1205,1021,黄风岭4-5,"[2]=120509,[3]=120509,[4]=120509,[5]=120509,[6]=120509,[8]=120509,[9]=120509,[10]=120510,[11]=120509,[12]=120509",0,70,3319000,70,3,,,,120,,0,,,,,0,
1206,1021,黄风岭4-6,"[2]=120609,[3]=120609,[4]=120609,[5]=120609,[6]=120609,[8]=120609,[9]=120609,[10]=120610,[11]=120609,[12]=120609",0,70,3319000,70,3,,,,120,,0,,,,,0,
1207,1021,黄风岭4-7,"[2]=120709,[3]=120709,[4]=120709,[5]=120709,[6]=120709,[8]=120709,[9]=120709,[10]=120710,[11]=120709,[12]=120709",0,70,3319000,70,3,,,,120,,0,,,,,0,
1208,1021,黄风岭4-8,"[2]=120809,[3]=120809,[4]=120809,[5]=120809,[6]=120809,[8]=120809,[9]=120809,[10]=120810,[11]=120809,[12]=120809",0,70,3319000,70,3,,,,120,,0,,,,,0,
1209,1021,黄风岭4-9,"[2]=120909,[3]=120909,[4]=120909,[5]=120909,[6]=120909,[8]=120909,[9]=120909,[10]=120910,[11]=120909,[12]=120909",0,70,3319000,70,3,,,,120,,0,,,,,0,
1210,1021,黄风岭4-10,"[2]=121009,[3]=121009,[4]=121009,[5]=121009,[6]=121009,[8]=121009,[9]=121009,[10]=121010,[11]=121009,[12]=121009",0,70,3319000,70,3,,,,120,,0,,,"{""item"",50003,5}",,0,
1211,1022,黄风岭5-1,"[2]=121109,[3]=121109,[4]=121109,[5]=121109,[6]=121109,[8]=121109,[9]=121109,[10]=121110,[11]=121109,[12]=121109",0,70,3319000,70,3,,,,120,,0,,,,,0,
1212,1022,黄风岭5-2,"[2]=121209,[3]=121209,[4]=121209,[5]=121209,[6]=121209,[8]=121209,[9]=121209,[10]=121210,[11]=121209,[12]=121209",0,70,3319000,70,3,,,,120,,0,,,,,0,
1213,1022,黄风岭5-3,"[2]=121309,[3]=121309,[4]=121309,[5]=121309,[6]=121309,[8]=121309,[9]=121309,[10]=121310,[11]=121309,[12]=121309",0,70,3319000,70,3,,,,120,,0,,,,,0,
1214,1022,黄风岭5-4,"[2]=121409,[3]=121409,[4]=121409,[5]=121409,[6]=121409,[8]=121409,[9]=121409,[10]=121410,[11]=121409,[12]=121409",0,70,3319000,70,3,,,,120,,0,,,,,0,
1215,1022,黄风岭5-5,"[2]=121509,[3]=121509,[4]=121509,[5]=121509,[6]=121509,[8]=121509,[9]=121509,[10]=121510,[11]=121509,[12]=121509",0,70,3319000,70,3,,,,120,,0,,,,,0,
1216,1022,黄风岭5-6,"[2]=121609,[3]=121609,[4]=121609,[5]=121609,[6]=121609,[8]=121609,[9]=121609,[10]=121610,[11]=121609,[12]=121609",0,70,3319000,70,3,,,,120,,0,,,,,0,
1217,1022,黄风岭5-7,"[2]=121709,[3]=121709,[4]=121709,[5]=121709,[6]=121709,[8]=121709,[9]=121709,[10]=121710,[11]=121709,[12]=121709",0,70,3319000,70,3,,,,120,,0,,,,,0,
1218,1022,黄风岭5-8,"[2]=121809,[3]=121809,[4]=121809,[5]=121809,[6]=121809,[8]=121809,[9]=121809,[10]=121810,[11]=121809,[12]=121809",0,70,3319000,70,3,,,,120,,0,,,,,0,
1219,1022,黄风岭5-9,"[2]=121909,[3]=121909,[4]=121909,[5]=121909,[6]=121909,[8]=121909,[9]=121909,[10]=121910,[11]=121909,[12]=121909",0,70,3319000,70,3,,,,120,,0,,,,,0,
1220,1022,黄风岭5-10,"[2]=122009,[3]=122009,[4]=122009,[5]=122009,[6]=122009,[8]=122009,[9]=122009,[10]=122010,[11]=122009,[12]=122009",0,70,3319000,70,3,,,,120,,0,,,"{""item"",50003,5}",,0,"{""shenhun"",71006,1,0,0,2}"
1221,1023,流沙河1-1,"[2]=122109,[3]=122109,[4]=122109,[5]=122109,[6]=122109,[8]=122109,[9]=122109,[10]=122110,[11]=122109,[12]=122109",0,80,2102000,80,3,,,,120,,0,,,,,0,
1222,1023,流沙河1-2,"[2]=122209,[3]=122209,[4]=122209,[5]=122209,[6]=122209,[8]=122209,[9]=122209,[10]=122210,[11]=122209,[12]=122209",0,80,2102000,80,3,,,,120,,0,,,,,0,
1223,1023,流沙河1-3,"[2]=122309,[3]=122309,[4]=122309,[5]=122309,[6]=122309,[8]=122309,[9]=122309,[10]=122310,[11]=122309,[12]=122309",0,80,2102000,80,3,,,,120,,0,,,,,0,
1224,1023,流沙河1-4,"[2]=122409,[3]=122409,[4]=122409,[5]=122409,[6]=122409,[8]=122409,[9]=122409,[10]=122410,[11]=122409,[12]=122409",0,80,2102000,80,3,,,,120,,0,,,,,0,
1225,1023,流沙河1-5,"[2]=122509,[3]=122509,[4]=122509,[5]=122509,[6]=122509,[8]=122509,[9]=122509,[10]=122510,[11]=122509,[12]=122509",0,80,2102000,80,3,,,,120,,0,,,,,0,
1226,1023,流沙河1-6,"[2]=122609,[3]=122609,[4]=122609,[5]=122609,[6]=122609,[8]=122609,[9]=122609,[10]=122610,[11]=122609,[12]=122609",0,80,2102000,80,3,,,,120,,0,,,,,0,
1227,1023,流沙河1-7,"[2]=122709,[3]=122709,[4]=122709,[5]=122709,[6]=122709,[8]=122709,[9]=122709,[10]=122710,[11]=122709,[12]=122709",0,80,2102000,80,3,,,,120,,0,,,,,0,
1228,1023,流沙河1-8,"[2]=122809,[3]=122809,[4]=122809,[5]=122809,[6]=122809,[8]=122809,[9]=122809,[10]=122810,[11]=122809,[12]=122809",0,80,2102000,80,3,,,,120,,0,,,,,0,
1229,1023,流沙河1-9,"[2]=122909,[3]=122909,[4]=122909,[5]=122909,[6]=122909,[8]=122909,[9]=122909,[10]=122910,[11]=122909,[12]=122909",0,80,2102000,80,3,,,,120,,0,,,,,0,
1230,1023,流沙河1-10,"[2]=123009,[3]=123009,[4]=123009,[5]=123009,[6]=123009,[8]=123009,[9]=123009,[10]=123010,[11]=123009,[12]=123009",0,80,2102000,80,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1231,1024,流沙河2-1,"[2]=123109,[3]=123109,[4]=123109,[5]=123109,[6]=123109,[8]=123109,[9]=123109,[10]=123110,[11]=123109,[12]=123109",0,80,2102000,80,3,,,,120,,0,,,,,0,
1232,1024,流沙河2-2,"[2]=123209,[3]=123209,[4]=123209,[5]=123209,[6]=123209,[8]=123209,[9]=123209,[10]=123210,[11]=123209,[12]=123209",0,80,2102000,80,3,,,,120,,0,,,,,0,
1233,1024,流沙河2-3,"[2]=123309,[3]=123309,[4]=123309,[5]=123309,[6]=123309,[8]=123309,[9]=123309,[10]=123310,[11]=123309,[12]=123309",0,80,2102000,80,3,,,,120,,0,,,,,0,
1234,1024,流沙河2-4,"[2]=123409,[3]=123409,[4]=123409,[5]=123409,[6]=123409,[8]=123409,[9]=123409,[10]=123410,[11]=123409,[12]=123409",0,80,2102000,80,3,,,,120,,0,,,,,0,
1235,1024,流沙河2-5,"[2]=123509,[3]=123509,[4]=123509,[5]=123509,[6]=123509,[8]=123509,[9]=123509,[10]=123510,[11]=123509,[12]=123509",0,80,2102000,80,3,,,,120,,0,,,,,0,
1236,1024,流沙河2-6,"[2]=123609,[3]=123609,[4]=123609,[5]=123609,[6]=123609,[8]=123609,[9]=123609,[10]=123610,[11]=123609,[12]=123609",0,80,2102000,80,3,,,,120,,0,,,,,0,
1237,1024,流沙河2-7,"[2]=123709,[3]=123709,[4]=123709,[5]=123709,[6]=123709,[8]=123709,[9]=123709,[10]=123710,[11]=123709,[12]=123709",0,80,2102000,80,3,,,,120,,0,,,,,0,
1238,1024,流沙河2-8,"[2]=123809,[3]=123809,[4]=123809,[5]=123809,[6]=123809,[8]=123809,[9]=123809,[10]=123810,[11]=123809,[12]=123809",0,80,2102000,80,3,,,,120,,0,,,,,0,
1239,1024,流沙河2-9,"[2]=123909,[3]=123909,[4]=123909,[5]=123909,[6]=123909,[8]=123909,[9]=123909,[10]=123910,[11]=123909,[12]=123909",0,80,2102000,80,3,,,,120,,0,,,,,0,
1240,1024,流沙河2-10,"[2]=124009,[3]=124009,[4]=124009,[5]=124009,[6]=124009,[8]=124009,[9]=124009,[10]=124010,[11]=124009,[12]=124009",0,80,2102000,80,3,,,,120,,0,,,"{""item"",60012,15}",,0,"{""shenhun"",73001,1,0,0,2}"
1241,1025,流沙河3-1,"[2]=124109,[3]=124109,[4]=124109,[5]=124109,[6]=124109,[8]=124109,[9]=124109,[10]=124110,[11]=124109,[12]=124109",0,80,2102000,80,3,,,,120,,0,,,,,0,
1242,1025,流沙河3-2,"[2]=124209,[3]=124209,[4]=124209,[5]=124209,[6]=124209,[8]=124209,[9]=124209,[10]=124210,[11]=124209,[12]=124209",0,80,2102000,80,3,,,,120,,0,,,,,0,
1243,1025,流沙河3-3,"[2]=124309,[3]=124309,[4]=124309,[5]=124309,[6]=124309,[8]=124309,[9]=124309,[10]=124310,[11]=124309,[12]=124309",0,80,2102000,80,3,,,,120,,0,,,,,0,
1244,1025,流沙河3-4,"[2]=124409,[3]=124409,[4]=124409,[5]=124409,[6]=124409,[8]=124409,[9]=124409,[10]=124410,[11]=124409,[12]=124409",0,80,2102000,80,3,,,,120,,0,,,,,0,
1245,1025,流沙河3-5,"[2]=124509,[3]=124509,[4]=124509,[5]=124509,[6]=124509,[8]=124509,[9]=124509,[10]=124510,[11]=124509,[12]=124509",0,80,2102000,80,3,,,,120,,0,,,,,0,
1246,1025,流沙河3-6,"[2]=124609,[3]=124609,[4]=124609,[5]=124609,[6]=124609,[8]=124609,[9]=124609,[10]=124610,[11]=124609,[12]=124609",0,80,2102000,80,3,,,,120,,0,,,,,0,
1247,1025,流沙河3-7,"[2]=124709,[3]=124709,[4]=124709,[5]=124709,[6]=124709,[8]=124709,[9]=124709,[10]=124710,[11]=124709,[12]=124709",0,80,2102000,80,3,,,,120,,0,,,,,0,
1248,1025,流沙河3-8,"[2]=124809,[3]=124809,[4]=124809,[5]=124809,[6]=124809,[8]=124809,[9]=124809,[10]=124810,[11]=124809,[12]=124809",0,80,2102000,80,3,,,,120,,0,,,,,0,
1249,1025,流沙河3-9,"[2]=124909,[3]=124909,[4]=124909,[5]=124909,[6]=124909,[8]=124909,[9]=124909,[10]=124910,[11]=124909,[12]=124909",0,80,2102000,80,3,,,,120,,0,,,,,0,
1250,1025,流沙河3-10,"[2]=125009,[3]=125009,[4]=125009,[5]=125009,[6]=125009,[8]=125009,[9]=125009,[10]=125010,[11]=125009,[12]=125009",0,80,2102000,80,3,,,,120,,0,,,"{""item"",60012,15}",,0,
1251,1026,流沙河4-1,"[2]=125109,[3]=125109,[4]=125109,[5]=125109,[6]=125109,[8]=125109,[9]=125109,[10]=125110,[11]=125109,[12]=125109",0,80,2102000,80,3,,,,120,,0,,,,,0,
1252,1026,流沙河4-2,"[2]=125209,[3]=125209,[4]=125209,[5]=125209,[6]=125209,[8]=125209,[9]=125209,[10]=125210,[11]=125209,[12]=125209",0,80,2102000,80,3,,,,120,,0,,,,,0,
1253,1026,流沙河4-3,"[2]=125309,[3]=125309,[4]=125309,[5]=125309,[6]=125309,[8]=125309,[9]=125309,[10]=125310,[11]=125309,[12]=125309",0,80,2102000,80,3,,,,120,,0,,,,,0,
1254,1026,流沙河4-4,"[2]=125409,[3]=125409,[4]=125409,[5]=125409,[6]=125409,[8]=125409,[9]=125409,[10]=125410,[11]=125409,[12]=125409",0,80,2102000,80,3,,,,120,,0,,,,,0,
1255,1026,流沙河4-5,"[2]=125509,[3]=125509,[4]=125509,[5]=125509,[6]=125509,[8]=125509,[9]=125509,[10]=125510,[11]=125509,[12]=125509",0,80,2102000,80,3,,,,120,,0,,,,,0,
