名称,名称,ID,状态类型Buff DeBuff Null,技能伤害类型火FIRE 冰ICE 神圣HOLY 黑暗DARKLY 无NONE,状态系列,状态效果,持续时间(毫秒),替换规则,状态最大叠加数,是否发送到客户端,基础概率,成长参数,flag
F106,状态添加,30174,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffByRecordDamage','F108', Time='EndRound', LimitDamage=0.2,Tag='LeftAndRight'},{'ProBuffByRecordDamage','F107', Time='EndRound', LimitDamage=0.2}",0,Replace,1,1,,,0
F107,免伤,30175,Buff,NONE,,{'ShareDamage'},0,Replace,1,1,,,0
F108,防御提升,30176,Buff,NONE,,"{'ChaLAPercent', 'hujia',  10.4}",0,Replace,1,1,,,0
F109,伤害总额,30177,Null,NONE,,"{'RecordDamageEach', Time='Damage', RoundLimit=1},{'SortDamageProBuff', 0.4, 'F110', Time='EndRound'}",0,Replace,1,1,,,0
F110,攻击提升,30178,Buff,NONE,,"{'ChaLAPercent', 'demage', 4.6, Time='Apply'}",0,Replace,1,1,,,0
F111,状态添加,30179,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F112', Time='Damage'}",0,Replace,1,1,,,0
F112,必暴、暴击提升,30180,Buff,NONE,,"{'CertainCrit'}, {'ChaLAPercent', 'critdamage', 8.6, Time='Apply'}",0,Replace,1,1,,,0
F113,状态添加,30181,Null,NONE,,"{'CondProcBuff', 'HPPercent', 60, 100, 'F114',TriggerRound={3,30}} ",0,Replace,1,1,,,0
F114,分摊伤害,30182,Buff,NONE,,"{'TransferDamage', 0.05},{'RecordDamage',Time = 'HPChange'}",0,Replace,1,1,,,0
F115,开场触发状态,30183,Null,NONE,,"{'ProcBuff', {{'F116', 20}, {'Nothing', 80}}, Time='Apply'}",0,Replace,1,1,,,0
F116,嘲讽,30184,DeBuff,NONE,,"{'forceTarget'},{'ProcBuff', {{'F117', 100}, {'Nothing', 0}}, Time='Apply'}",0,Replace,1,1,,,0
F117,受伤减免,30185,Buff,NONE,,"{'AcceptDAdd', -12}",1,Replace,1,1,,,0
F118,触发眩晕,30186,Null,NONE,,"{'ProcBuff', {{'F119', 64}, {'Nothing', 936}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F119,眩晕,30187,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F120,添加状态,30188,Null,NONE,,"{'ProcBuff', 'F121',Tag={'SELF'}},{'ProcBuff', 'F121',Tag={'AHEAD'}} ",0,Replace,1,1,,,0
F121,状态触发,30189,Null,NONE,,"{'ProcBuff',{{'F122', 92}, {'Nothing', 908}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F122,混乱,30190,DeBuff,NONE,,"{'Betray',MainFirst=1}",1,Replace,1,1,,,0
F123,状态触发,30191,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffEndRound','F124', Time = 'EndRound',CoolRound=2,TargetCount=2, BeDamageCount=7}",0,Replace,1,1,,,0
F124,眩晕,30192,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F125,状态触发,30193,Null,NONE,,"{'CondTagProcBuffs', {{'HPPercent', 0, 40}}, 'F126', Time='Damage', TriggerRound={3,30}, MainFirst=1}",0,Replace,1,1,,,0
F126,攻击提升,30194,Buff,NONE,,"{'ChaLAPercent', 'demage',  7.12}",0,Replace,1,1,,,0
F127,攻击触发生命降低,30195,Null,NONE,,"{'ProcBuff', {{'F128', 33}, {'Nothing', 67}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
F128,中毒,30196,DeBuff,NONE,,"{'ChaHPCurPercent', 2, Time='EndRound',CoolRound=2}",2,Replace,1,1,,,0
F129,真实伤害,30197,Buff,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'Damage', Param='demage', Rate=0.136, Time='RoundEnd', RealDamage=true, RecordDamage=0, Tag='MainFirst'}",0,Replace,1,1,,,0
F130,状态连击,30198,Null,NONE,,"{'DoubleCast', 0.1333, CastCount=2,TriggerRound={3,30}}",0,Replace,1,1,,,0
F131,状态添加,30199,Null,NONE,,"{'ProcBuff', 'F132',Tag={'SELF'}},{'ProcBuff', 'F132',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F132,状态触发,30200,Null,NONE,,"{'CounterHP', 16, 'F133', Time='BeDamage',CoolRound=5, TriggerRound={1,30},Tag='TargetList'}",0,Replace,1,1,,,0
F133,生命扣除,30201,DeBuff,NONE,,"{'ChaHPCurPercent', 5.6, Time='Interval', Interval=1}",2,Replace,1,1,,,0
F134,状态触发,30202,Null,NONE,,"{'ProcBuff', {{'F135', 10}, {'Nothing', 90}},  Time='Damage', TriggerRound={4,30}, Tag='SelfRound'}   ",0,Replace,1,1,,,0
F135,生命恢复,30203,Buff,NONE,,"{'ChaHPPercent', 29.9, Time = 'Apply', Tag='CastMinHp'}",0,Replace,1,1,,,0
F136,状态添加,30204,Null,NONE,,"{'ProcBuff', {{'F137', 64}, {'Nothing', 936}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F137,状态触发,30205,Null,NONE,,"{'ProcBuff', {{'F138', 100}},  Time='Apply',  Tag='Target'}",0,Replace,1,1,,,0
F138,不能恢复生命,30206,DeBuff,NONE,,{'NoRestore'},2,Replace,1,1,,,0
F139,状态触发,30207,Null,NONE,,"{'CounterOnly', Time='BeDamage'},{'ProCounterEffect', 6, 'F140', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F140,恢复生命,30208,Buff,NONE,,"{'ChaHPPercent', 4, Time='EndRound', Tag='CastList'}",0,Replace,1,1,,,0
F141,反弹伤害,30209,Buff,NONE,,"{'ReboundDamage', 0.02, Time=""BeDamage""}",0,Replace,1,1,,,0
F142,伤害增加,30210,Buff,NONE,,"{'CondBuffDamage', {2}, 0.044}",0,Replace,1,1,,,0
F143,状态添加,30211,Null,NONE,,"{'ProcBuff', 'F144',Tag={'SELF'}},{'ProcBuff', 'F144',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F144,状态触发,30212,Null,NONE,,"{'ProcBuff',{{'F145', 20}, {'Nothing', 80}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F145,额外伤害,30213,DeBuff,NONE,,"{'Damage',Rate=0.128,Time='Apply'}",0,Replace,1,1,,,0
F146,秒杀,30214,DeBuff,NONE,,"{'ChaHPPercent', 100, Rate=0.132, Time = 'Apply', EffectHPRange={0,10}}",0,Replace,1,1,,,0
F147,负面状态,30215,Buff,NONE,,"{'ChaLAPercent', 'demage', -4.4, Time='ApplyDebuff'}",1,Replace,1,1,,,0
F148,死亡触发,30216,Null,NONE,,"{'AddDelayBuff', 'F149', 1, Time='Dead', Tag='Target'}, ",0,Replace,1,1,,,0
F149,概率复活,30217,Null,NONE,,"{'forceTarget'},{'ReviveKillFighter',Rate=0.12, HPPercent=0.12, Time='EndRound'}   ",0,Replace,1,1,,,0
F150,集火,30218,Buff,NONE,,"{'ForceMainTarget',TriggerRound={1,2}},{'ChaLAPercent', 'attinc', 11.2, 0,Time='Apply'}",0,Replace,1,1,,,0
F151,状态添加,30219,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F152', Time='Damage'}",0,Replace,1,1,,,0
F152,状态触发,30220,Null,NONE,,"{'ProcBuff', {{'F153', 3333}, {'Nothing', 6667}}, Time='Apply'}",0,Replace,1,1,,,0
F153,降低防攻,30221,DeBuff,NONE,,"{'ChaLAPercent', 'demage',  -8},{'ChaLAPercent', 'hujia',  -8}",1,Replace,1,1,,,0
F154,状态添加,30222,Null,NONE,,"{'CounterOnly', Time='Damage'},{'ProCounterEffect', 6, 'F155', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F155,生命恢复,30223,Buff,NONE,,"{'ChaHPPercent', 0.8, Time='EndRound', Tag='CastList'}",2,Replace,1,1,,,0
F156,状态添加,30224,Null,NONE,,"{'CondProcBuff', 'HPPercent', 0, 30, 'F157', Time='EndRound'}",0,Replace,1,1,,,0
F157,攻击提升,30225,Buff,NONE,,"{'ChaLAPercent', 'demage', 4.8, Time='Apply'}",30,Replace,1,1,,,0
F158,状态触发,30226,Null,NONE,,"{'AddDelayBuff', 'F159',Time=""BeCure"",Rate=0.2}",0,Replace,1,1,,,0
F159,暴击提升,30227,Buff,NONE,,"{'ChaLAPercent', 'critrate', 100, Time='Apply'},{'ChaLAPercent', 'critdamage', 28, Time='Apply'}",0,Replace,1,1,,,0
F160,状态添加,30228,Null,NONE,,"{'ProcBuff', {{'F161', 40}, {'Nothing', 60}}, Time='Kill',CoolRound=1}",0,Replace,1,1,,,0
F161,再次伤害,30229,Buff,NONE,,"{'Damage',Rate=1,Time='Apply',Tag='RandEnemy'}",0,Replace,1,1,,,0
F162,治疗攻击,30230,Null,NONE,,"{'CureHPDamge', 0.16, Time='BeCure',Tag='RandEnemy'}",0,Replace,1,1,,,0
F163,状态添加,30231,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffByRecordDamage','F165', Time='EndRound', LimitDamage=0.2,Tag='LeftAndRight'},{'ProBuffByRecordDamage','F164', Time='EndRound', LimitDamage=0.2}",0,Replace,1,1,,,0
F164,免伤,30232,Buff,NONE,,{'ShareDamage'},0,Replace,1,1,,,0
F165,防御提升,30233,Buff,NONE,,"{'ChaLAPercent', 'hujia',  20.8}",0,Replace,1,1,,,0
F166,伤害总额,30234,Null,NONE,,"{'RecordDamageEach', Time='Damage', RoundLimit=1},{'SortDamageProBuff', 0.4, 'F167', Time='EndRound'}",0,Replace,1,1,,,0
F167,攻击提升,30235,Buff,NONE,,"{'ChaLAPercent', 'demage', 9.2, Time='Apply'}",0,Replace,1,1,,,0
F168,状态添加,30236,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F169', Time='Damage'}",0,Replace,1,1,,,0
F169,必暴、暴击提升,30237,Buff,NONE,,"{'CertainCrit'}, {'ChaLAPercent', 'critdamage', 17.2, Time='Apply'}",0,Replace,1,1,,,0
F170,状态添加,30238,Null,NONE,,"{'CondProcBuff', 'HPPercent', 60, 100, 'F171',TriggerRound={3,30}} ",0,Replace,1,1,,,0
F171,分摊伤害,30239,Buff,NONE,,"{'TransferDamage', 0.1},{'RecordDamage',Time = 'HPChange'}",0,Replace,1,1,,,0
F172,开场触发状态,30240,Null,NONE,,"{'ProcBuff', {{'F173', 20}, {'Nothing', 80}}, Time='Apply'}",0,Replace,1,1,,,0
F173,嘲讽,30241,DeBuff,NONE,,"{'forceTarget'},{'ProcBuff', {{'F174', 100}, {'Nothing', 0}}, Time='Apply'}",0,Replace,1,1,,,0
F174,受伤减免,30242,Buff,NONE,,"{'AcceptDAdd', -18}",1,Replace,1,1,,,0
F175,触发眩晕,30243,Null,NONE,,"{'ProcBuff', {{'F175', 96}, {'Nothing', 904}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F176,眩晕,30244,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F177,添加状态,30245,Null,NONE,,"{'ProcBuff', 'F178',Tag={'SELF'}},{'ProcBuff', 'F178',Tag={'AHEAD'}} ",0,Replace,1,1,,,0
F178,状态触发,30246,Null,NONE,,"{'ProcBuff',{{'F179', 138}, {'Nothing', 962}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F179,混乱,30247,DeBuff,NONE,,"{'Betray',MainFirst=1}",1,Replace,1,1,,,0
F180,状态触发,30248,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffEndRound','F181', Time = 'EndRound',CoolRound=2,TargetCount=2, BeDamageCount=6}",0,Replace,1,1,,,0
F181,眩晕,30249,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F182,状态触发,30250,Null,NONE,,"{'CondTagProcBuffs', {{'HPPercent', 0, 40}}, 'F183', Time='Damage', TriggerRound={3,30}, MainFirst=1}",0,Replace,1,1,,,0
F183,攻击提升,30251,Buff,NONE,,"{'ChaLAPercent', 'demage',  10.68}",0,Replace,1,1,,,0
F184,攻击触发生命降低,30252,Null,NONE,,"{'ProcBuff', {{'F185', 33}, {'Nothing', 67}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
F185,中毒,30253,DeBuff,NONE,,"{'ChaHPCurPercent', 3, Time='EndRound',CoolRound=2}",2,Replace,1,1,,,0
F186,真实伤害,30254,Buff,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'Damage', Param='demage', Rate=0.204, Time='RoundEnd', RealDamage=true, RecordDamage=0, Tag='MainFirst'}",0,Replace,1,1,,,0
F187,状态连击,30255,Null,NONE,,"{'DoubleCast', 0.1999, CastCount=2,TriggerRound={3,30}}",0,Replace,1,1,,,0
F188,状态添加,30256,Null,NONE,,"{'ProcBuff', 'F189',Tag={'SELF'}},{'ProcBuff', 'F189',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F189,状态触发,30257,Null,NONE,,"{'CounterHP', 16, 'F190', Time='BeDamage',CoolRound=5, TriggerRound={1,30},Tag='TargetList'}",0,Replace,1,1,,,0
F190,生命扣除,30258,DeBuff,NONE,,"{'ChaHPCurPercent', 8.4, Time='Interval', Interval=1}",2,Replace,1,1,,,0
F191,状态触发,30259,Null,NONE,,"{'ProcBuff', {{'F192', 10}, {'Nothing', 90}},  Time='Damage', TriggerRound={4,30}, Tag='SelfRound'}   ",0,Replace,1,1,,,0
F192,生命恢复,30260,Buff,NONE,,"{'ChaHPPercent', 44.85, Time = 'Apply', Tag='CastMinHp'}",0,Replace,1,1,,,0
F193,状态添加,30261,Null,NONE,,"{'ProcBuff', {{'F194', 96}, {'Nothing', 904}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F194,状态触发,30262,Null,NONE,,"{'ProcBuff', {{'F195', 100}},  Time='Apply',  Tag='Target'}",0,Replace,1,1,,,0
F195,不能恢复生命,30263,DeBuff,NONE,,{'NoRestore'},2,Replace,1,1,,,0
F196,状态触发,30264,Null,NONE,,"{'CounterOnly', Time='BeDamage'},{'ProCounterEffect', 6, 'F197', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F197,恢复生命,30265,Buff,NONE,,"{'ChaHPPercent', 6, Time='EndRound', Tag='CastList'}",0,Replace,1,1,,,0
F198,反弹伤害,30266,Buff,NONE,,"{'ReboundDamage', 0.12, Time=""BeDamage""}",0,Replace,1,1,,,0
F199,伤害增加,30267,Buff,NONE,,"{'CondBuffDamage', {2}, 0.066}",0,Replace,1,1,,,0
F200,状态添加,30268,Null,NONE,,"{'ProcBuff', 'F201',Tag={'SELF'}},{'ProcBuff', 'F201',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F201,状态触发,30269,Null,NONE,,"{'ProcBuff',{{'F202', 20}, {'Nothing', 80}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F202,额外伤害,30270,DeBuff,NONE,,"{'Damage',Rate=0.192,Time='Apply'}",0,Replace,1,1,,,0
F203,秒杀,30271,DeBuff,NONE,,"{'ChaHPPercent', 100, Rate=0.198, Time = 'Apply', EffectHPRange={0,10}}",0,Replace,1,1,,,0
F204,负面状态,30272,Buff,NONE,,"{'ChaLAPercent', 'demage', -6.6, Time='ApplyDebuff',Tag='TargetList'}",1,Replace,1,1,,,0
F205,死亡触发,30273,Null,NONE,,"{'AddDelayBuff', 'F206', 1, Time='Dead', Tag='Target'}, ",0,Replace,1,1,,,0
F206,概率复活,30274,Null,NONE,,"{'forceTarget'},{'ReviveKillFighter',Rate=0.18, HPPercent=0.12, Time='EndRound'}   ",0,Replace,1,1,,,0
F207,集火,30275,Buff,NONE,,"{'ForceMainTarget',TriggerRound={1,2}},{'ChaLAPercent', 'attinc', 16.8, 0,Time='Apply'}",0,Replace,1,1,,,0
F208,状态添加,30276,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F209', Time='Damage'}",0,Replace,1,1,,,0
F209,状态触发,30277,Null,NONE,,"{'ProcBuff', {{'F210', 3333}, {'Nothing', 6667}}, Time='Apply'}",0,Replace,1,1,,,0
F210,降低防攻,30278,DeBuff,NONE,,"{'ChaLAPercent', 'demage',  -12},{'ChaLAPercent', 'hujia',  -12}",1,Replace,1,1,,,0
F211,状态添加,30279,Null,NONE,,"{'CounterOnly', Time='Damage'},{'ProCounterEffect', 6, 'F212', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F212,生命恢复,30280,Buff,NONE,,"{'ChaHPPercent', 1.2, Time='EndRound', Tag='CastList'}",2,Replace,1,1,,,0
F213,状态添加,30281,Null,NONE,,"{'CondProcBuff', 'HPPercent', 0, 30, 'F214', Time='EndRound'}",0,Replace,1,1,,,0
F214,攻击提升,30282,Buff,NONE,,"{'ChaLAPercent', 'demage', 7.2, Time='Apply'}",30,Replace,1,1,,,0
F215,状态触发,30283,Null,NONE,,"{'AddDelayBuff', 'F216',Time=""BeCure"",Rate=0.3}",0,Replace,1,1,,,0
F216,暴击提升,30284,Buff,NONE,,"{'ChaLAPercent', 'critrate', 100, Time='Apply'},{'ChaLAPercent', 'critdamage', 28, Time='Apply'}",0,Replace,1,1,,,0
F217,状态添加,30285,Null,NONE,,"{'ProcBuff', {{'F218', 60}, {'Nothing', 40}}, Time='Kill',CoolRound=1}",0,Replace,1,1,,,0
F218,再次伤害,30286,Buff,NONE,,"{'Damage',Rate=1,Time='Apply',Tag='RandEnemy'}",0,Replace,1,1,,,0
F219,治疗攻击,30287,Null,NONE,,"{'CureHPDamge', 0.24, Time='BeCure',Tag='RandEnemy'}",0,Replace,1,1,,,0
F220,状态添加,30288,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffByRecordDamage','F222', Time='EndRound', LimitDamage=0.2,Tag='LeftAndRight'},{'ProBuffByRecordDamage','F221', Time='EndRound', LimitDamage=0.2}",0,Replace,1,1,,,0
F221,免伤,30289,Buff,NONE,,{'ShareDamage'},0,Replace,1,1,,,0
F222,防御提升,30290,Buff,NONE,,"{'ChaLAPercent', 'hujia',  31.2}",0,Replace,1,1,,,0
F223,伤害总额,30291,Null,NONE,,"{'RecordDamageEach', Time='Damage', RoundLimit=1},{'SortDamageProBuff', 0.4, 'F224', Time='EndRound'}",0,Replace,1,1,,,0
F224,攻击提升,30292,Buff,NONE,,"{'ChaLAPercent', 'demage', 13.8, Time='Apply'}",0,Replace,1,1,,,0
F225,状态添加,30293,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F226', Time='Damage'}",0,Replace,1,1,,,0
F226,必暴、暴击提升,30294,Buff,NONE,,"{'CertainCrit'}, {'ChaLAPercent', 'critdamage', 25.8, Time='Apply'}",0,Replace,1,1,,,0
F227,状态添加,30295,Null,NONE,,"{'CondProcBuff', 'HPPercent', 60, 100, 'F228',TriggerRound={3,30}} ",0,Replace,1,1,,,0
F228,分摊伤害,30296,Buff,NONE,,"{'TransferDamage', 0.15},{'RecordDamage',Time = 'HPChange'}",0,Replace,1,1,,,0
F229,开场触发状态,30297,Null,NONE,,"{'ProcBuff', {{'F230', 20}, {'Nothing', 80}}, Time='Apply'}",0,Replace,1,1,,,0
F230,嘲讽,30298,DeBuff,NONE,,"{'forceTarget'},{'ProcBuff', {{'F231', 100}, {'Nothing', 0}}, Time='Apply'}",0,Replace,1,1,,,0
F231,受伤减免,30299,Buff,NONE,,"{'AcceptDAdd', -24}",1,Replace,1,1,,,0
F232,触发眩晕,30300,Null,NONE,,"{'ProcBuff', {{'F233', 128}, {'Nothing', 872}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F233,眩晕,30301,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F234,添加状态,30302,Null,NONE,,"{'ProcBuff', 'F235',Tag={'SELF'}},{'ProcBuff', 'F235',Tag={'AHEAD'}} ",0,Replace,1,1,,,0
F235,状态触发,30303,Null,NONE,,"{'ProcBuff',{{'F236', 184}, {'Nothing', 816}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F236,混乱,30304,DeBuff,NONE,,"{'Betray',MainFirst=1}",1,Replace,1,1,,,0
F237,状态触发,30305,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffEndRound','F238', Time = 'EndRound',CoolRound=2,TargetCount=2, BeDamageCount=5}",0,Replace,1,1,,,0
F238,眩晕,30306,DeBuff,NONE,,"{'DamageBreak',Time='Apply'},{'Dizziness'}",1,Replace,1,1,,,0
F239,状态触发,30307,Null,NONE,,"{'CondTagProcBuffs', {{'HPPercent', 0, 40}}, 'F240', Time='Damage', TriggerRound={3,30}, MainFirst=1}",0,Replace,1,1,,,0
F240,攻击提升,30308,Buff,NONE,,"{'ChaLAPercent', 'demage',  14.24}",0,Replace,1,1,,,0
F241,攻击触发生命降低,30309,Null,NONE,,"{'ProcBuff', {{'F242', 33}, {'Nothing', 67}}, Time='AllCast', Tag='Target'}",0,Replace,1,1,,,0
F242,中毒,30310,DeBuff,NONE,,"{'ChaHPCurPercent', 4, Time='EndRound',CoolRound=2}",2,Replace,1,1,,,0
F243,真实伤害,30311,Buff,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'Damage', Param='demage', Rate=0.272, Time='RoundEnd', RealDamage=true, RecordDamage=0, Tag='MainFirst'}",0,Replace,1,1,,,0
F244,状态连击,30312,Null,NONE,,"{'DoubleCast', 0.2666, CastCount=2,TriggerRound={3,30}}",0,Replace,1,1,,,0
F245,状态添加,30313,Null,NONE,,"{'ProcBuff', 'F246',Tag={'SELF'}},{'ProcBuff', 'F246',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F246,状态触发,30314,Null,NONE,,"{'CounterHP', 16, 'F247', Time='BeDamage',CoolRound=5, TriggerRound={1,30},Tag='TargetList'}",0,Replace,1,1,,,0
F247,生命扣除,30315,DeBuff,NONE,,"{'ChaHPCurPercent', 11.2, Time='Interval', Interval=1}",2,Replace,1,1,,,0
F248,状态触发,30316,Null,NONE,,"{'ProcBuff', {{'F249', 10}, {'Nothing', 90}},  Time='Damage', TriggerRound={4,30}, Tag='SelfRound'}   ",0,Replace,1,1,,,0
F249,生命恢复,30317,Buff,NONE,,"{'ChaHPPercent', 59.8, Time = 'Apply', Tag='CastMinHp'}",0,Replace,1,1,,,0
F250,状态添加,30318,Null,NONE,,"{'ProcBuff', {{'F251', 128}, {'Nothing', 872}},  Time='Interval', Interval=1, TriggerRound={3,30}, Tag='SelfRoundEx'}",0,Replace,1,1,,,0
F251,状态触发,30319,Null,NONE,,"{'ProcBuff', {{'F252', 100}},  Time='Apply',  Tag='Target'}",0,Replace,1,1,,,0
F252,不能恢复生命,30320,DeBuff,NONE,,{'NoRestore'},2,Replace,1,1,,,0
F253,状态触发,30321,Null,NONE,,"{'CounterOnly', Time='BeDamage'},{'ProCounterEffect', 6, 'F254', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F254,恢复生命,30322,Buff,NONE,,"{'ChaHPPercent', 8, Time='EndRound', Tag='CastList'}",0,Replace,1,1,,,0
F255,反弹伤害,30323,Buff,NONE,,"{'ReboundDamage', 0.16, Time=""BeDamage""}",0,Replace,1,1,,,0
F256,伤害增加,30324,Buff,NONE,,"{'CondBuffDamage', {2}, 0.088}",0,Replace,1,1,,,0
F257,状态添加,30325,Null,NONE,,"{'ProcBuff', 'F258',Tag={'SELF'}},{'ProcBuff', 'F258',Tag={'AHEAD'}}",0,Replace,1,1,,,0
F258,状态触发,30326,Null,NONE,,"{'ProcBuff',{{'F259', 20}, {'Nothing', 80}},Time='SingleCast',Tag='Target'}",0,Replace,1,1,,,0
F259,额外伤害,30327,DeBuff,NONE,,"{'Damage',Rate=0.256,Time='Apply'}",0,Replace,1,1,,,0
F260,秒杀,30328,DeBuff,NONE,,"{'ChaHPPercent', 100, Rate=0.264, Time = 'Apply', EffectHPRange={0,10}}",0,Replace,1,1,,,0
F261,负面状态,30329,Buff,NONE,,"{'ChaLAPercent', 'demage', -8.8, Time='ApplyDebuff'}",1,Replace,1,1,,,0
F262,死亡触发,30330,Null,NONE,,"{'AddDelayBuff', 'F263', 1, Time='Dead', Tag='Target'}, ",0,Replace,1,1,,,0
F263,概率复活,30331,Null,NONE,,"{'forceTarget'},{'ReviveKillFighter',Rate=0.24, HPPercent=0.12, Time='EndRound'}   ",0,Replace,1,1,,,0
F264,集火,30332,Buff,NONE,,"{'ForceMainTarget',TriggerRound={1,2}},{'ChaLAPercent', 'attinc', 22.4, 0,Time='Apply'}",0,Replace,1,1,,,0
F265,状态添加,30333,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F266', Time='Damage'}",0,Replace,1,1,,,0
F266,状态触发,30334,Null,NONE,,"{'ProcBuff', {{'F39', 3333}, {'Nothing', 6667}}, Time='Apply'}",0,Replace,1,1,,,0
F267,降低防攻,30335,DeBuff,NONE,,"{'ChaLAPercent', 'demage',  -16},{'ChaLAPercent', 'hujia',  -16}",1,Replace,1,1,,,0
F268,状态添加,30336,Null,NONE,,"{'CounterOnly', Time='Damage'},{'ProCounterEffect', 6, 'F269', Time='EndRound', NotCondClear=1}",0,Replace,1,1,,,0
F269,生命恢复,30337,Buff,NONE,,"{'ChaHPPercent', 1.6, Time='EndRound', Tag='CastList'}",2,Replace,1,1,,,0
F270,状态添加,30338,Null,NONE,,"{'CondProcBuff', 'HPPercent', 0, 30, 'F271', Time='EndRound'}",0,Replace,1,1,,,0
F271,攻击提升,30339,Buff,NONE,,"{'ChaLAPercent', 'demage', 9.6, Time='Apply'}",30,Replace,1,1,,,0
F272,状态触发,30340,Null,NONE,,"{'AddDelayBuff', 'F273',Time=""BeCure"",Rate=0.4}",0,Replace,1,1,,,0
F273,暴击提升,30341,Buff,NONE,,"{'ChaLAPercent', 'critrate', 100, Time='Apply'},{'ChaLAPercent', 'critdamage', 28, Time='Apply'}",0,Replace,1,1,,,0
F274,状态添加,30342,Null,NONE,,"{'ProcBuff', {{'F275', 80}, {'Nothing', 20}}, Time='Kill',CoolRound=1}",0,Replace,1,1,,,0
F275,再次伤害,30343,Buff,NONE,,"{'Damage',Rate=1,Time='Apply',Tag='RandEnemy'}",0,Replace,1,1,,,0
F276,治疗攻击,30344,Null,NONE,,"{'CureHPDamge', 0.32, Time='BeCure',Tag='RandEnemy'}",0,Replace,1,1,,,0
F277,状态添加,30345,Null,NONE,,"{'RecordDamage',Time = 'HPChange',RoundLimit=1},{'ProBuffByRecordDamage','F279', Time='EndRound', LimitDamage=0.2,Tag='LeftAndRight'},{'ProBuffByRecordDamage','F278', Time='EndRound', LimitDamage=0.2}",0,Replace,1,1,,,0
F278,免伤,30346,Buff,NONE,,{'ShareDamage'},0,Replace,1,1,,,0
F279,防御提升,30347,Buff,NONE,,"{'ChaLAPercent', 'hujia',  41.6}",0,Replace,1,1,,,0
F280,伤害总额,30348,Null,NONE,,"{'RecordDamageEach', Time='Damage', RoundLimit=1},{'SortDamageProBuff', 0.4, 'F281', Time='EndRound'}",0,Replace,1,1,,,0
F281,攻击提升,30349,Buff,NONE,,"{'ChaLAPercent', 'demage', 18.4, Time='Apply'}",0,Replace,1,1,,,0
F282,状态添加,30350,Null,NONE,,"{'CondBuffAddBuff', {2}, 'F283', Time='Damage'}",0,Replace,1,1,,,0
