,名称,模型,难度系数,等级,生命上限,面板物理攻击,防御,出手速度,暴击值,抗暴值,爆伤加成,闪避值,命中值,无视防御,减免无视,暴伤减免,伤害增加,伤害减少,PVP伤加,PVP伤减,PVE伤加,PVE伤减,技能列表,技能队列,头目,普通技能ID
107909,蝶精灵,100010,0,40,6438,18995,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
107910,蟹精,20010,0,40,117051,24352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80051,"0,0,0,0",1,80051
108009,异面怪,100009,0,40,6573,19385,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
108010,剑邪,20012,0,40,119512,24852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80053,"0,0,0,0",1,80053
108109,小僵尸,100019,0,40,6708,19775,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
108110,青龙,20040,0,40,121972,25352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80125,"0,0,0,0",1,80125
108209,五毒蝎,100021,0,40,6844,20165,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
108210,虎力大仙,20044,0,40,124433,25852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80085,"0,0,0,0",1,80085
108309,蛮牛,100006,0,40,6979,20555,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
108310,地狱三头犬,20025,0,40,126893,26352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
108409,石狮,100007,0,40,7114,20945,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
108410,麒麟,20019,0,40,129354,26852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80105,"0,0,0,0",1,80105
108509,石狮,100007,0,40,7250,21335,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
108510,龙象精,20028,0,40,131815,27352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80069,"0,0,0,0",1,80069
108609,木鱼怪,100026,0,40,7385,21725,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
108610,深渊之龙,100039,0,40,134275,27852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80131,"0,0,0,0",1,80131
108709,五毒蝎,100021,0,40,7520,22115,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
108710,黑风小妖,20020,0,40,136736,28352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
108809,寒霜狼,100011,0,40,7656,22505,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
108810,白象精,20029,0,40,139196,28852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80110,"0,0,0,0",1,80110
108909,魔爪花,100025,0,40,7791,22895,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
108910,白虎,20041,0,40,141657,29352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80082,"0,0,0,0",1,80082
109009,利刃猿,100028,0,40,7926,23285,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
109010,鲨鱼精,20007,0,40,144118,29852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80048,"0,0,0,0",1,80048
109109,冰火螳螂,100016,0,50,8092,23675,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
109110,炼丹童子,17002,0,50,147132,30352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80090,"0,0,0,0",1,80090
109209,剑魂,100012,0,50,8258,24065,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
109210,鲨鱼精,20007,0,50,150146,30852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80048,"0,0,0,0",1,80048
109309,蛮牛,100006,0,50,8424,24455,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
109310,深渊之龙,100039,0,50,153160,31352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80131,"0,0,0,0",1,80131
109409,利刃猿,100028,0,50,8590,24845,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
109410,熊猫,20021,0,50,156174,31852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80106,"0,0,0,0",1,80106
109509,麟鹿,100015,0,50,8755,25235,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
109510,黑风小妖,20020,0,50,159189,32352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
109609,硬壳龟,100027,0,50,8921,25625,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
109610,逸琼玄女,100032,0,50,162203,32852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80114,"0,0,0,0",1,80114
109709,强盗,100002,0,50,9087,26015,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
109710,黑风小妖,20020,0,50,165217,33352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
109809,硬壳龟,100027,0,50,9253,26405,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
109810,玉冥真人,100033,0,50,168231,33852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
109909,剑魂,100012,0,50,9418,26795,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
109910,百花仙子,17009,0,50,171245,34352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80128,"0,0,0,0",1,80128
110009,小僵尸,100019,0,50,9584,27185,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
110010,鲨鱼精,20007,0,50,174260,34852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80048,"0,0,0,0",1,80048
110109,异面怪,100009,0,50,9750,27575,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
110110,狐妖,20004,0,50,177274,35352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80045,"0,0,0,0",1,80045
110209,古树精,100013,0,50,9916,27965,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
110210,月光蝶,17001,0,50,180288,35852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80118,"0,0,0,0",1,80118
110309,林妖,100014,0,50,10082,28355,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80014,"0,0,0,0",0,80014
110310,酒仙,20036,0,50,183302,36352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
110409,强盗,100002,0,50,10247,28745,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80002,"0,0,0,0",0,80002
110410,鲨鱼精,20007,0,50,186317,36852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80048,"0,0,0,0",1,80048
110509,石巨人,100024,0,50,10413,29135,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
110510,百花仙子,17009,0,50,189331,37352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80128,"0,0,0,0",1,80128
110609,跳跳鼠,100004,0,50,10579,29525,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
110610,桃花仙子,17003,0,50,192345,37852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80119,"0,0,0,0",1,80119
110709,炎魔,100017,0,50,10745,29915,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
110710,小白虎,20011,0,50,195359,38352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80101,"0,0,0,0",1,80101
110809,白熊精,20015,0,50,10911,30305,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
110810,鱼精,20005,0,50,198373,38852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80046,"0,0,0,0",1,80046
110909,冰火螳螂,100016,0,50,11076,30695,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
110910,月光蝶,17001,0,50,201388,39352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80118,"0,0,0,0",1,80118
111009,麟鹿,100015,0,50,11242,31085,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
111010,地狱三头犬,20025,0,50,204402,39852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
111109,跳跳鼠,100004,0,50,11408,31475,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
111110,狻猊,20037,0,50,207416,40352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80078,"0,0,0,0",1,80078
111209,魔爪花,100025,0,50,11574,31865,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
111210,蟹精,20010,0,50,210430,40852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80051,"0,0,0,0",1,80051
111309,跳跳鼠,100004,0,50,11739,32255,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
111310,靡籁,100036,0,50,213444,41352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80132,"0,0,0,0",1,80132
111409,山精,100029,0,50,11905,32645,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
111410,地狱三头犬,20025,0,50,216459,41852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
111509,麟鹿,100015,0,50,12071,33035,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
111510,剑侠兔,20031,0,50,219473,42352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80111,"0,0,0,0",1,80111
111609,硬壳龟,100027,0,50,12237,33425,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
111610,九尾狐,20016,0,50,222487,42852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80057,"0,0,0,0",1,80057
111709,古树精,100013,0,50,12403,33815,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
111710,麒麟,20019,0,50,225501,43352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80105,"0,0,0,0",1,80105
111809,剑魂,100012,0,50,12568,34205,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
111810,地狱三头犬,20025,0,50,228516,43852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
111909,蛮牛,100006,0,50,12734,34595,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80006,"0,0,0,0",0,80006
111910,狻猊,20037,0,50,231530,44352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80078,"0,0,0,0",1,80078
112009,灵猴,100023,0,50,12900,34985,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
112010,小白虎,20011,0,50,234544,44852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80101,"0,0,0,0",1,80101
112109,寒霜狼,100011,0,60,13066,35375,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
112110,冰龙,20030,0,60,237559,45352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80071,"0,0,0,0",1,80071
112209,石巨人,100024,0,60,13232,35765,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
112210,鹿力大仙,20047,0,60,240575,45852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
112309,灵猴,100023,0,60,13397,36155,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
112310,蓝巨人,20045,0,60,243590,46352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80086,"0,0,0,0",1,80086
112409,石狮,100007,0,60,13563,36545,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
112410,酒仙,20036,0,60,246606,46852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
112509,寒霜狼,100011,0,60,13729,36935,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
112510,玉冥真人,100033,0,60,249621,47352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
112609,灵猴,100023,0,60,13895,37325,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80023,"0,0,0,0",0,80023
112610,酒仙,20036,0,60,252637,47852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80077,"0,0,0,0",1,80077
112709,硬壳龟,100027,0,60,14061,37715,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
112710,黑风老妖,20034,0,60,255652,48352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80075,"0,0,0,0",1,80075
112809,硬壳龟,100027,0,60,14227,38105,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
112810,地狱三头犬,20025,0,60,258668,48852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
112909,邪毒蜂,100018,0,60,14393,38495,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
112910,虎力大仙,20044,0,60,261683,49352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80085,"0,0,0,0",1,80085
113009,山精,100029,0,60,14558,38885,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
113010,鱼精,20005,0,60,264698,49852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80046,"0,0,0,0",1,80046
113109,瞌睡蛇,100020,0,60,14724,39275,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
113110,星魔,20026,0,60,267714,50352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80109,"0,0,0,0",1,80109
113209,山精,100029,0,60,14890,39665,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
113210,熊精,20009,0,60,270729,50852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80050,"0,0,0,0",1,80050
113309,邪毒蜂,100018,0,60,15056,40055,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
113310,星魔,20026,0,60,273745,51352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80109,"0,0,0,0",1,80109
113409,炎魔,100017,0,60,15222,40445,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80017,"0,0,0,0",0,80017
113410,魑,100041,0,60,276760,51852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80041,"0,0,0,0",1,80041
113509,剑魂,100012,0,60,15388,40835,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
113510,穷奇,100038,0,60,279776,52352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80130,"0,0,0,0",1,80130
113609,硬壳龟,100027,0,60,15554,41225,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
113610,熊猫,20021,0,60,282791,52852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80106,"0,0,0,0",1,80106
113709,剑魂,100012,0,60,15719,41615,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80012,"0,0,0,0",0,80012
113710,熊精,20009,0,60,285807,53352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80050,"0,0,0,0",1,80050
113809,小骷髅,100003,0,60,15885,42005,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80003,"0,0,0,0",0,80003
113810,狮驼,20046,0,60,288822,53852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80087,"0,0,0,0",1,80087
113909,魔爪花,100025,0,60,16051,42395,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
113910,宠物剑邪,100030,0,60,291837,54352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
114009,冰火螳螂,100016,0,60,16217,42785,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
114010,深渊之龙,100039,0,60,294853,54852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80131,"0,0,0,0",1,80131
114109,巫龟,100022,0,60,16383,43175,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
114110,宠物剑邪,100030,0,60,297868,55352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80030,"0,0,0,0",1,80030
114209,小乌龟,100001,0,60,16549,43565,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80001,"0,0,0,0",0,80001
114210,巨灵,20014,0,60,300884,55852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80103,"0,0,0,0",1,80103
114309,小僵尸,100019,0,60,16714,43955,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
114310,晶魂,20018,0,60,303899,56352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80059,"0,0,0,0",1,80059
114409,蝶精灵,100010,0,60,16880,44345,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80010,"0,0,0,0",0,80010
114410,白熊精,20015,0,60,306915,56852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80056,"0,0,0,0",1,80056
114509,瞌睡蛇,100020,0,60,17046,44735,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
114510,剑灵,20006,0,60,309930,57352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80100,"0,0,0,0",1,80100
114609,石巨人,100024,0,60,17212,45125,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
114610,靡籁,100036,0,60,312946,57852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80132,"0,0,0,0",1,80132
114709,瞌睡蛇,100020,0,60,17378,45515,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80020,"0,0,0,0",0,80020
114710,狐妖,20004,0,60,315961,58352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80045,"0,0,0,0",1,80045
114809,硬壳龟,100027,0,60,17544,45905,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
114810,小白虎,20011,0,60,318976,58852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80101,"0,0,0,0",1,80101
114909,邪毒蜂,100018,0,60,17710,46295,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80018,"0,0,0,0",0,80018
114910,地狱三头犬,20025,0,60,321992,59352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80099,"0,0,0,0",1,80099
115009,巫龟,100022,0,60,17875,46685,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80022,"0,0,0,0",0,80022
115010,鲛人,20003,0,60,325007,59852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80044,"0,0,0,0",1,80044
115109,石狮,100007,0,60,18041,47075,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80007,"0,0,0,0",0,80007
115110,阎罗王,17008,0,60,328023,60352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80127,"0,0,0,0",1,80127
115209,跳跳鼠,100004,0,60,18207,47465,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80004,"0,0,0,0",0,80004
115210,鱼精,20005,0,60,331038,60852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80046,"0,0,0,0",1,80046
115309,木鱼怪,100026,0,60,18373,47855,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80026,"0,0,0,0",0,80026
115310,黑风小妖,20020,0,60,334054,61352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
115409,蚌精,100005,0,60,18539,48245,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80005,"0,0,0,0",0,80005
115410,狻猊,20037,0,60,337069,61852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80078,"0,0,0,0",1,80078
115509,异面怪,100009,0,60,18705,48635,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80009,"0,0,0,0",0,80009
115510,狮驼,20046,0,60,340085,62352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80087,"0,0,0,0",1,80087
115609,魔爪花,100025,0,60,18871,49025,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80025,"0,0,0,0",0,80025
115610,黑风小妖,20020,0,60,343100,62852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80061,"0,0,0,0",1,80061
115709,古树精,100013,0,60,19036,49415,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
115710,鲛人,20003,0,60,346116,63352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80044,"0,0,0,0",1,80044
115809,石巨人,100024,0,60,19202,49805,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80024,"0,0,0,0",0,80024
115810,桃花仙子,17003,0,60,349131,63852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80119,"0,0,0,0",1,80119
115909,白熊精,20015,0,60,19368,50195,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80008,"0,0,0,0",0,80008
115910,玉冥真人,100033,0,60,352146,64352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
116009,五毒蝎,100021,0,60,19534,50585,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
116010,封蛇,20032,0,60,355162,64852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80073,"0,0,0,0",1,80073
116109,小僵尸,100019,0,60,19700,50975,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80019,"0,0,0,0",0,80019
116110,业魔,20027,0,60,358177,65352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80068,"0,0,0,0",1,80068
116209,古树精,100013,0,60,19866,51365,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80013,"0,0,0,0",0,80013
116210,蟹精,20010,0,60,361193,65852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80051,"0,0,0,0",1,80051
116309,麟鹿,100015,0,60,20031,51755,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80015,"0,0,0,0",0,80015
116310,玉冥真人,100033,0,60,364208,66352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80033,"0,0,0,0",1,80033
116409,五毒蝎,100021,0,60,20197,52145,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80021,"0,0,0,0",0,80021
116410,鹿力大仙,20047,0,60,367224,66852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80088,"0,0,0,0",1,80088
116509,山精,100029,0,60,20363,52535,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80029,"0,0,0,0",0,80029
116510,炼丹童子,17002,0,60,370239,67352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80090,"0,0,0,0",1,80090
116609,硬壳龟,100027,0,60,20529,52925,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
116610,小白虎,20011,0,60,373255,67852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80101,"0,0,0,0",1,80101
116709,寒霜狼,100011,0,60,20695,53315,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80011,"0,0,0,0",0,80011
116710,狮驼,20046,0,60,376270,68352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80087,"0,0,0,0",1,80087
116809,冰火螳螂,100016,0,60,20861,53705,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80016,"0,0,0,0",0,80016
116810,炼丹童子,17002,0,60,379285,68852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80090,"0,0,0,0",1,80090
116909,利刃猿,100028,0,60,21027,54095,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80028,"0,0,0,0",0,80028
116910,狮驼,20046,0,60,382301,69352,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80087,"0,0,0,0",1,80087
117009,硬壳龟,100027,0,60,21192,54485,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80027,"0,0,0,0",0,80027
117010,百花仙子,17009,0,60,385316,69852,0,1,10,0,1.2,5,10000000,0,0,0,0,0,0,0,0,0,80128,"0,0,0,0",1,80128
