#key_ks,msg_s,show_s(1:系统，2:淡入淡出提示，3:确定对话框，4:大喇叭，5:屏幕提示，6:结拜频道，7:世界频道，10。帮会频道，11.IM消息，),"transform_t(用于对接收到的参数进行转换)编写规则{[index1] = op,[index2] = op}1:物品entry => 物品name 2:物品品质 => 颜色 7.物品附加属性id->名称  9:帮会建筑id =》建筑名  10:时间转换，转换成的格式放在100对应的参数 例子参见 RESULT_BIWU_ENTER_ROOM，11。id转竞技组别名字  12。id转比赛名字，13。数字转星期名，14.帮会职位名字"
key_ks,msg_s,show_t,transform_t
PET_UNION_TXT4,%s#space_10#orange成功率%d%%#br#lightsalmon材料：#lime%s,,
PET_UNION_TXT5,最多放入6件材料,,
PET_UNION_TXT6,放入一个,,
PET_UNION_TXT7,取消一个,,
PET_UNION_TXT8,恭喜%s#white合成成功,,
PET_UNION_TXT9,需合成：%s%s后才能合成,,
PET_UNION_TXT10,【%s】,,
PET_UNION_TXT11,请选择材料,,
PET_UNION_TXT12,可合成,,
PET_UNION_TXT13,tips：点击宠物头像选择合成宠物,,

STRONGHOLD_TEXT1,天宫地图,,
STRONGHOLD_TEXT2,需通关,,
STRONGHOLD_TEXT3,矿点%s区开采结束，获得#darkgreen【%s*%s】,,
STRONGHOLD_TEXT4,通关%s后可占领,,
STRONGHOLD_TEXT5,掠夺次数：,,
STRONGHOLD_TEXT6,抢夺,,
STRONGHOLD_TEXT7,保护中,,
STRONGHOLD_TEXT8,撤离,,
STRONGHOLD_TEXT9,占领,,
STRONGHOLD_TEXT10,开采时间,,
STRONGHOLD_TEXT11,开采效率：,,
STRONGHOLD_TEXT12,未加入帮会,,
STRONGHOLD_TEXT13,战力：,,
STRONGHOLD_TEXT14,当前矿点未有玩家占领#br（占领矿点越大，开采效率越高）,,
STRONGHOLD_TEXT15,5分钟内未选择，默认开采当前选中的材料,,
STRONGHOLD_TEXT16,当前请选择开采可能获得：,,
STRONGHOLD_TEXT17,占领矿点后，有1个小时的保护时间,,
STRONGHOLD_TEXT18,开采记录,,
STRONGHOLD_TEXT19,1、帮会成员占领同一中型矿获得加成#br2、VIP提升开采效率#br3、等级提升效率增加,,
STRONGHOLD_TEXT20,帮会：,,
STRONGHOLD_TEXT21,等级：,,
STRONGHOLD_TEXT22,撤离将只能获得一半材料，是否撤离？,,
STRONGHOLD_TEXT23,开采结束可获得【%s*%s】,,
STRONGHOLD_TEXT24,VIP%s提升%s%%,,
STRONGHOLD_TEXT25,帮会成员提升%s%%,,
STRONGHOLD_TEXT26,抢夺次数不足，无法抢夺,,
STRONGHOLD_TEXT27,【%s】抢夺资源，剩余#darkgreen【%s*%s】,,
STRONGHOLD_TEXT28,等级达到%s级才能前往复仇,,
STRONGHOLD_TEXT29,钥匙,,
STRONGHOLD_TEXT30,是否攻击%s？
STRONGHOLD_TEXT31,不能攻击同帮会玩家
STRONGHOLD_TEXT32,占领次数不足，无法占领,,
STRONGHOLD_TEXT33,【%s】抢夺资源失败，灰溜溜的跑掉了！,,
STRONGHOLD_TEXT34,占领次数：,,
STRONGHOLD_TEXT35,倒计时结束前无法进入天宫中,,
STRONGHOLD_TEXT36,清除冷却,,
STRONGHOLD_TEXT37,挑战boss需要持有钥匙,,
STRONGHOLD_TEXT38,持有钥匙2分钟后，才能挑战boss,,
STRONGHOLD_TEXT39,倒计时,,
STRONGHOLD_TEXT40,（可使用元宝清除，优先消耗绑元）,,
STRONGHOLD_TEXT41,非帮会成员，无法拾取,,
STRONGHOLD_TEXT42,已经拾取了，给其他玩家留点吧！,,
STRONGHOLD_TEXT43,未加入帮会，不可以攻击钥匙持有者,,
STRONGHOLD_TEXT44,退出场景将失去钥匙所有权，并且再次进入需要等待30秒，是否退出？,,
STRONGHOLD_TEXT45,钥匙等待拾取中,,
STRONGHOLD_TEXT46,#lightsalmon钥匙持有者：#rf【帮会：%s】【%s】,,
STRONGHOLD_TEXT47,退出场景后，再次进入需要等待30秒，是否退出？,,
STRONGHOLD_TEXT48,抢夺成功可获得【%s*%s】，是否进行抢夺？,,
STRONGHOLD_TEXT49,(当前抢夺目标为同帮会成员),,
STRONGHOLD_TEXT50,你在天宫中被其他玩家击败，被迫离开天宫,,
STRONGHOLD_TEXT51,不可以帮助好友向自己复仇,,
STRONGHOLD_TEXT52,#br#lime(实际收益可能与显示有误差，以实际收益为准),,
STRONGHOLD_TEXT53,占领: ,,
STRONGHOLD_TEXT54,鼓舞+%s%%,,
STRONGHOLD_TEXT55,衰弱-%s%%,,
STRONGHOLD_TEXT56,场景中公会成员人数达到%s名，能力提升%s%%（成员越多提升越大）,,
STRONGHOLD_TEXT57,击败%s名玩家，能力衰减%s%%（被击败后状态重置）,,

#星灵
XINGLING_TITLE,星灵,,
XINGLING_TXT1,解锁后加成战力+,,
XINGLING_TXT2,已升阶,,
XINGLING_TXT3,请先激活%d阶,,
XINGLING_TXT4,(升阶后所有角色获得永久属性),,
XINGLING_TXT5,元,,
XINGLING_TXT6,购买相应额度，升级到下一阶,,
XINGLING_TXT7,前往购买,,

#帮会仓库物品来源
CLUB_STORE_SOURCE1,野外,,
CLUB_STORE_SOURCE2,普通商店,,
CLUB_STORE_SOURCE3,元宝商城,,
CLUB_STORE_SOURCE4,打造/制造,,
CLUB_STORE_SOURCE5,任务,,
CLUB_STORE_SOURCE6,交易所,,
CLUB_STORE_SOURCE7,宠物脱装备,,
CLUB_STORE_SOURCE8,精灵脱装备,,
CLUB_STORE_SOURCE9,坐骑脱装备,,
CLUB_STORE_SOURCE10,角色脱装备,,
CLUB_STORE_SOURCE11,GM指令,,
CLUB_STORE_SOURCE12,补偿,,
CLUB_STORE_SOURCE13,圣地,,
CLUB_STORE_SOURCE14,公会战,,
CLUB_STORE_SOURCE15,跨服公会战,,
CLUB_STORE_SOURCE16,工会战阵,,
CLUB_STORE_SOURCE17,工会副本,,
CLUB_STORE_SOURCE18,联盟战,,
CLUB_STORE_SOURCE19,跨服联盟战,,
CLUB_STORE_SOURCE20,公会任务,,
CLUB_STORE_SOURCE21,天魔,,

#神魂
SHENHUN_TITLE_TXT1,神魂,,
SHENHUN_TITLE_TXT2,神魂强化,,
SHENHUN_TITLE_TXT3,钟馗猎魂,,
SHENHUN_TYPE_TXT1,所有,,
SHENHUN_TYPE_TXT2,输出类,,
SHENHUN_TYPE_TXT3,控制类,,
SHENHUN_TYPE_TXT4,辅助类,,
SHENHUN_TYPE_TXT5,防御类,,
SHENHUN_TYPE_TXT6,其他,,
SHENHUN_TYPE_TXT7,无法镌刻,,
SHENHUN_TXT1,强化,,
SHENHUN_TXT2,镌刻,,
SHENHUN_TXT3,猎魂%d次,,
SHENHUN_TXT4,该位置已有神魂，镌刻后属性加成和技能效果将被替换，是否替换？,,
SHENHUN_TXT5,卸下,,
SHENHUN_TXT6,使用元宝,,
SHENHUN_TXT7,使用魂币,,
SHENHUN_TXT8,种族专属神魂只能同时镌刻一个,,
SHENHUN_TXT9,暂无该类神魂,,
SHENHUN_TXT10,请选择%s的神魂,,
SHENHUN_TXT11,请选着强化的材料,,
SHENHUN_TXT12,当前神魂已达最大强化等级,,
SHENHUN_TXT13,一键强化,,
SHENHUN_TXT14,当前没有蓝色以下的材料！,,
SHENHUN_TXT15,非本族专属无法使用,,
SHENHUN_TXT16,1、元宝猎魂会有更高几率获得高品质神魂#br2、地图进度达到高老庄后，挂机怪物有几率获得魂币,,
SHENHUN_TXT17,当前,,
SHENHUN_TXT18,神魂预览,,
SHENHUN_TXT19,猎取神魂，可以镌刻神魂技能,,
SHENHUN_TXT20,最高战力:,,
SHENHUN_TXT21,属性:,,
SHENHUN_TXT22,(强化最大值:%s),,
SHENHUN_TXT23,神魂特效:,,
SHENHUN_TXT24,神魂容量达到上限，先去进行神魂镌刻和强化吧！,,
SHENHUN_TXT25,是否消耗蓝色（包括蓝色）以下神魂强化？,,
SHENHUN_TXT26,前往猎魂,,
SHENHUN_TXT27,不可镌刻同类型的神魂,,
SHENHUN_RONGLIANG,容量：,,


