引导Index,动作Index,监听动作的条件，防止加载没用的引导,监听事件,监听参数,执行动作,动作参数,描述
22308,1,,FinishTask,"[""finishTask""]={1047,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22308,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22308,3,,,,AddListen,["listen"]=22309,
22308,4,,,,DeleteListen,["listen"]=22303,
22309,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22305,3}",
22309,2,,,,ClearAction,"[""index""]={22305,4}",
22309,3,,,,ClearAction,"[""index""]={12302,1}",
22309,4,,,,ClearAction,"[""index""]={12302,2}",
22309,5,,,,Record,"[""key""]=""30024"",[""value""]=""1""",
22309,6,,,,AddListen,["listen"]=22401,
22309,7,,,,ClearAction,"[""index""]={22301,1}",
22309,8,,,,ClearAction,"[""index""]={22301,2}",
22309,9,,,,AddListen,["listen"]=22408,
22309,10,,,,ClearAction,"[""index""]={22308,1}",
22309,11,,,,ClearAction,"[""index""]={22308,2}",
#,,,,,,,
#穿戴装备,,,,,,,
12401,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30024"", ""1""},{""30025"", ""NULL""}},[""finishTask""]={1049,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_equips/btn_Echange"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12401,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12401,3,,,,AddListen,["listen"]=22403,
12402,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30024"", ""1""},{""30025"", ""NULL""}},[""finishTask""]={1049,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12402,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12402,3,,,,AddListen,["listen"]=22409,
22401,1,,AcceptTask,["taskId"]=1049,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_equips/btn_Echange"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22401,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22401,3,,,,AddListen,["listen"]=22403,
22403,1,,UIShow,["windowName"] = "RoleFrame",AnimTips,"[""window""]=""RoleFrame/group_equips/btn_Echange"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22403,2,,,,AddListen,["listen"]=22405,
22405,1,,FinishTask,"[""finishTask""]={1049,true}",ClearAction,"[""index""]={22403,1}",
22405,2,,,,ClearAction,"[""index""]={22403,2}",
22405,3,,,,ClearAction,"[""index""]={12401,1}",
22405,4,,,,ClearAction,"[""index""]={12401,2}",
22405,5,,,,ClearAction,"[""index""]={22401,1}",
22405,6,,,,ClearAction,"[""index""]={22401,2}",
22405,7,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_equips/btn_Echange"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""RoleFrame/group_bottom/btn_back"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22405,8,,,,AnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22405,9,,,,AddListen,["listen"]=22407,
22407,1,,BeforeWindowClose,["window"] = "RoleFrame",ClearAction,"[""index""]={22405,7}",
22407,2,,,,ClearAction,"[""index""]={22405,8}",
22407,3,,,,MovableAnimTips,"[""window""]=""RoleFrame/group_bottom/btn_back"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
22407,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22407,5,,,,AddListen,["listen"]=22409,
22407,6,,,,ClearAction,"[""index""]={22408,1}",
22407,7,,,,ClearAction,"[""index""]={22408,2}",
22408,1,,FinishTask,"[""finishTask""]={1049,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22408,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22408,3,,,,AddListen,["listen"]=22409,
22408,4,,,,ClearAction,"[""index""]={22401,1}",
22408,5,,,,ClearAction,"[""index""]={22401,2}",
22408,6,,,,DeleteListen,["listen"]=22403,
22409,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22407,3}",
22409,2,,,,ClearAction,"[""index""]={22407,4}",
22409,3,,,,ClearAction,"[""index""]={12402,1}",
22409,4,,,,ClearAction,"[""index""]={12402,2}",
22409,5,,,,Record,"[""key""]=""30025"",[""value""]=""1""",
22409,6,,,,AddListen,["listen"]=22501,
22409,7,,,,AddListen,["listen"]=22508,
22409,8,,,,ClearAction,"[""index""]={22408,1}",
22409,9,,,,ClearAction,"[""index""]={22408,2}",
#,,,,,,,
#熔炼装备,,,,,,,
12501,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30025"", ""1""},{""30026"", ""NULL""}},[""finishTask""]={1051,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""BeiBaoSmelteFrame/group/btn_smelte50"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12501,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12501,3,,,,AddListen,["listen"]=22503,
12502,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30025"", ""1""},{""30026"", ""NULL""}},[""finishTask""]={1051,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12502,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12502,3,,,,AddListen,["listen"]=22509,
22501,1,,AcceptTask,["taskId"]=1051,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""BeiBaoSmelteFrame/group/btn_smelte50"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22501,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22501,3,,,,AddListen,["listen"]=22503,
22503,1,,UIShow,["windowName"] = "BeiBaoSmelteFrame",AnimTips,"[""window""]=""BeiBaoSmelteFrame/group/btn_smelte50"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22503,2,,,,AddListen,["listen"]=22505,
22505,1,,FinishTask,"[""finishTask""]={1051,true}",ClearAction,"[""index""]={22503,1}",
22505,2,,,,ClearAction,"[""index""]={22503,2}",
22505,3,,,,ClearAction,"[""index""]={12501,1}",
22505,4,,,,ClearAction,"[""index""]={12501,2}",
22505,5,,,,ClearAction,"[""index""]={22501,1}",
22505,6,,,,ClearAction,"[""index""]={22501,2}",
22505,7,,,,MovableAnimTips,"[""window""]=""BeiBaoSmelteFrame/group/btn_smelte50"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""BeiBaoSmelteFrame/btn_back"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22505,8,,,,AnimTips,"[""window""]=""BeiBaoSmelteFrame/btn_back"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22505,9,,,,AddListen,["listen"]=22507,
22507,1,,BeforeWindowClose,["window"] = "BeiBaoSmelteFrame",ClearAction,"[""index""]={22505,7}",
22507,2,,,,ClearAction,"[""index""]={22505,8}",
22507,3,,,,MovableAnimTips,"[""window""]=""BeiBaoSmelteFrame/btn_back"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
22507,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22507,5,,,,AddListen,["listen"]=22509,
22507,6,,,,ClearAction,"[""index""]={22508,1}",
22507,7,,,,ClearAction,"[""index""]={22508,2}",
22508,1,,FinishTask,"[""finishTask""]={1051,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22508,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22508,3,,,,AddListen,["listen"]=22509,
22508,4,,,,ClearAction,"[""index""]={22501,1}",
22508,5,,,,ClearAction,"[""index""]={22501,2}",
22508,6,,,,DeleteListen,["listen"]=22503,
22509,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22507,3}",
22509,2,,,,ClearAction,"[""index""]={22507,4}",
22509,3,,,,ClearAction,"[""index""]={12502,1}",
22509,4,,,,ClearAction,"[""index""]={12502,2}",
22509,5,,,,Record,"[""key""]=""30026"",[""value""]=""1""",
22509,6,,,,AddListen,["listen"]=22601,
22509,7,,,,ClearAction,"[""index""]={22508,1}",
22509,8,,,,ClearAction,"[""index""]={22508,2}",
22509,9,,,,AddListen,["listen"]=22608,
#,,,,,,,
#东海龙宫1~9,,,,,,,
12601,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30026"", ""1""},{""30027"", ""NULL""}},[""finishTask""]={1053,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12601,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12601,3,,,,AddListen,["listen"]=22603,
12602,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30026"", ""1""},{""30027"", ""NULL""}},[""finishTask""]={1053,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12602,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12602,3,,,,AddListen,["listen"]=22609,
22601,1,,AcceptTask,["taskId"]=1053,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22601,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22601,3,,,,AddListen,["listen"]=22603,
22603,1,,UIShow,["windowName"] = "CampaignBossFrame",AnimTips,"[""window""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22603,2,,,,AddListen,["listen"]=22605,
22605,1,,FinishTask,"[""finishTask""]={1053,true}",ClearAction,"[""index""]={22603,1}",
22605,2,,,,ClearAction,"[""index""]={22603,2}",
22605,3,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22605,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22605,5,,,,AddListen,["listen"]=22609,
22605,6,,,,ClearAction,"[""index""]={12601,1}",
22605,7,,,,ClearAction,"[""index""]={12601,2}",
22608,1,,FinishTask,"[""finishTask""]={1053,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22608,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22608,3,,,,AddListen,["listen"]=22609,
22608,4,,,,DeleteListen,["listen"]=22603,
22609,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22605,3}",
22609,2,,,,ClearAction,"[""index""]={22605,4}",
22609,3,,,,ClearAction,"[""index""]={12602,1}",
22609,4,,,,ClearAction,"[""index""]={12602,2}",
22609,5,,,,Record,"[""key""]=""30027"",[""value""]=""1""",
22609,6,,,,AddListen,["listen"]=22701,
22609,7,,,,ClearAction,"[""index""]={22601,1}",
22609,8,,,,ClearAction,"[""index""]={22601,2}",
22609,9,,,,ClearAction,"[""index""]={22608,1}",
22609,10,,,,ClearAction,"[""index""]={22608,2}",
#,,,,,,,
#升级,,,,,,,
12701,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30027"", ""1""},{""30028"", ""NULL""}},[""finishTask""]={1055,false}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12701,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12701,3,,,,AddListen,["listen"]=22703,
12702,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30027"", ""1""},{""30028"", ""NULL""}},[""finishTask""]={1055,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12702,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12702,3,,,,AddListen,["listen"]=22709,
22701,1,,AcceptTask,["taskId"]=1055,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22701,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22701,3,,,,AddListen,["listen"]=22703,
22703,1,,FinishTask,"[""finishTask""]={1055,true}",AddListen,["listen"]=22709,
22709,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22701,1}",
22709,2,,,,ClearAction,"[""index""]={22701,2}",
22709,3,,,,ClearAction,"[""index""]={12702,1}",
22709,4,,,,ClearAction,"[""index""]={12702,2}",
22709,5,,,,ClearAction,"[""index""]={12701,1}",
22709,6,,,,ClearAction,"[""index""]={12701,2}",
22709,7,,,,Record,"[""key""]=""30028"",[""value""]=""1""",
22709,8,,,,AddListen,["listen"]=22801,
22709,9,,,,ClearAction,"[""index""]={22701,1}",
22709,10,,,,ClearAction,"[""index""]={22701,2}",
22709,11,,,,AddListen,["listen"]=22808,
#,,,,,,,
#宠物升级,,,,,,,
12801,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30028"", ""1""},{""30029"", ""NULL""}},[""finishTask""]={1057,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12801,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12801,3,,,,AddListen,["listen"]=22803,
12802,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30028"", ""1""},{""30029"", ""NULL""}},[""finishTask""]={1057,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12802,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12802,3,,,,AddListen,["listen"]=22809,
22801,1,,AcceptTask,["taskId"]=1057,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22801,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22801,3,,,,AddListen,["listen"]=22803,
22803,1,,UIShow,["windowName"] = "PetFrame",AnimTips,"[""window""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22803,2,,,,AddListen,["listen"]=22805,
22805,1,,FinishTask,"[""finishTask""]={1057,true}",ClearAction,"[""index""]={22803,1}",
22805,2,,,,ClearAction,"[""index""]={22803,2}",
22805,3,,,,ClearAction,"[""index""]={12801,1}",
22805,4,,,,ClearAction,"[""index""]={12801,2}",
22805,5,,,,ClearAction,"[""index""]={22801,1}",
22805,6,,,,ClearAction,"[""index""]={22801,2}",
22805,7,,,,MovableAnimTips,"[""window""]=""PetFrame/upgrade_group/active_exp_wnd/auto_upgrade_btn"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""PetFrame/btn_close"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22805,8,,,,AnimTips,"[""window""]=""PetFrame/btn_close"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22805,9,,,,AddListen,["listen"]=22807,
22807,1,,BeforeWindowClose,["window"] = "PetFrame",ClearAction,"[""index""]={22805,7}",
22807,2,,,,ClearAction,"[""index""]={22805,8}",
22807,3,,,,MovableAnimTips,"[""window""]=""PetFrame/btn_close"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=0,[""offsetY""]=-20,[""moveTarget""]=""MainContentFrame/task_wnd"",[""moveTime""]=500,[""targetOffsetX""]=180,[""targetOffsetY""]=-20",
22807,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22807,5,,,,AddListen,["listen"]=22809,
22807,6,,,,ClearAction,"[""index""]={22808,1}",
22807,7,,,,ClearAction,"[""index""]={22808,2}",
22808,1,,FinishTask,"[""finishTask""]={1057,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22808,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22808,3,,,,AddListen,["listen"]=22809,
22808,4,,,,ClearAction,"[""index""]={22801,1}",
22808,5,,,,ClearAction,"[""index""]={22801,2}",
22808,6,,,,DeleteListen,["listen"]=22803,
22809,1,,ClickButton,["buttonName"] = "task_wnd",ClearAction,"[""index""]={22807,3}",
22809,2,,,,ClearAction,"[""index""]={22807,4}",
22809,3,,,,ClearAction,"[""index""]={12802,1}",
22809,4,,,,ClearAction,"[""index""]={12802,2}",
22809,5,,,,Record,"[""key""]=""30029"",[""value""]=""1""",
22809,6,,,,AddListen,["listen"]=22901,
22809,7,,,,AddListen,["listen"]=22908,
22809,8,,,,ClearAction,"[""index""]={22808,1}",
22809,9,,,,ClearAction,"[""index""]={22808,2}",
#,,,,,,,
#东海龙宫1~10,,,,,,,
12901,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30029"", ""1""},{""30030"", ""NULL""}},[""finishTask""]={1059,false}",MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
12901,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12901,3,,,,AddListen,["listen"]=22903,
12902,1,"HeroLevel = {""<="", 50}",LogIn,"[""record""]={{""30029"", ""1""},{""30030"", ""NULL""}},[""finishTask""]={1059,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
12902,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
12902,3,,,,AddListen,["listen"]=22909,
22901,1,,AcceptTask,["taskId"]=1059,MovableAnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20,[""moveTarget""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""moveTime""]=500,[""targetOffsetX""]=0,[""targetOffsetY""]=-20",
22901,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22901,3,,,,AddListen,["listen"]=22903,
22903,1,,UIShow,["windowName"] = "CampaignBossFrame",AnimTips,"[""window""]=""CampaignBossFrame/bottom_wnd/fight_btn"",[""animbox""]=""yuan"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-10,[""width""]=20,[""height""]=20",
22903,2,,,,AddListen,["listen"]=22905,
22905,1,,FinishTask,"[""finishTask""]={1059,true}",ClearAction,"[""index""]={22903,1}",
22905,2,,,,ClearAction,"[""index""]={22903,2}",
22905,3,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22905,4,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22905,5,,,,AddListen,["listen"]=22909,
22905,6,,,,ClearAction,"[""index""]={12901,1}",
22905,7,,,,ClearAction,"[""index""]={12901,2}",
22908,1,,FinishTask,"[""finishTask""]={1059,true}",AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""shoushou"",[""adp""]=false,[""loop""]=true,[""offsetX""]=180,[""offsetY""]=-20",
22908,2,,,,AnimTips,"[""window""]=""MainContentFrame/task_wnd"",[""animbox""]=""xinShouKuang"",[""adp""]=true,[""loop""]=true,[""offsetX""]=-10,[""offsetY""]=-30,[""width""]=20,[""height""]=53",
22908,3,,,,AddListen,["listen"]=22909,
